,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
111,doc_111,"A durableLi-Se battery is fabricated by implementing arational and facile design strategy for the cathode. The cathode consistsof a Se/graphitic carbon nitride (g-C3N4) compositecombined with a solid lithium titanate (Li4Ti5O12, LTO) layer applied as a solid coating over the separator.The solid LTO layer has pores large enough to allow Li+ ions to diffuse through to the anode during charging but small enoughto effectively block the polyselenides formed during the dischargingcycle and confine them to the cathode, thus inhibiting capacity fadeand improving the operational lifespan. The micrometer-thick LTO barrierlayer affords selective diffusion of Li+ ions, with anaverage Li+ diffusion coefficient of 6 x 10(-11) cm(2) s(-1), enabling reasonably fast iontransport and kinetics. Simultaneously, g-C3N4, which is rich with active heteroatom (N) sites, also affords avery high Li+ ion adsorption, leading to an improved capacitycompared to pristine Se. The Se/g-C3N4/LTO@separator-Li+/Li cell delivers a superior capacity (750 versus 538 mAhg(-1) at 0.1 C-rate), rate capability (39% versus22% capacity retention ongoing from 0.1 to 2 C-rate), and cycle life(498 versus 283 mAh g(-1) reversible capacity after400 cycles) compared to the equivalent cell devoid of the LTO layer.Extended long-term cycling metrics showed a 310 mAh g(-1) reversible capacity at 2 C, with 78% retention after 1600 cycles,and reiterated the potential it has for scale-up and even commercialapplications.",LTO,750 mAhg(-1),2,N/A,400
112,doc_112,"Enhancing the electronic and ionic conductivity of Li4Ti5O12 electrode materials, as well as suppressing the interface reaction between Ti4+ on the surface of Li(4)Ti(5)O(12)and the electrolyte, is one of the key factors in preparing high-power and long-life Li(4)Ti(5)O(12)lithium-ion batteries. To tackle these challenges, fluorine ions with strong electronegativity was chosen as dopants to engineer fluorine-doped Li4Ti5O12 electrode materials. Fluorine ion doping changes the surface state of Li4Ti5O12, increases the interface compatibility, suppresses the reactivity between Li4Ti5O12 and the electrolyte, and forms a uniform SEI film during cycling. Moreover, fluorine ion doping induces the generation of oxygen vacancies and improves the crystallinity of Li4Ti5O12, thereby fostering improved electronic and ionic transport kinetics. The above appealing features enables the prepared fluorine-doped Li4Ti5O12 material demonstrates exceptional high-rate performance, delivering specific capacities of 175 mAh.g(-1)/0.5C, 159 mAh.g(-1)/10C, and 138 mAh.g(-1)/50C. In essence, the fluoride ion doping strategy holds profound implications for enhancing electrode interface characteristics, transport kinetics, and the fabrication of high-power lithium-ion batteries.",Li4Ti5O12,"175 mAh.g(-1)/0.5C, 159 mAh.g(-1)/10C, 138 mAh.g(-1)/50C","0.5C, 10C, 50C",N/A,N/A
113,doc_113,"Carbon nanofibers (CNFs) have high specific surface area and great electrochemical stability as the anode materials for alkali metal batteries. However, they also have many defects such as low specific capacity and excessive voltage hysteresis, which hinder their wide application. In this work, Cr/S co-doped CNFs (Cr/ S@CNFs) are successfully synthesized via electrospinning technique combined with high temperature treatment. As the anode for lithium ion batteries (LIBs), the Cr/S@CNFs electrode exhibits excellent cycle stability (291.7 mAh g-1 at 2 A g-1 after 900 cycles) and high rate performance (221.3 mAh g-1 at 10 A g-1). Moreover, the electrode also obtains the discharge capacity of 266.2 mAh g-1 after 100 cycles at 0.1 A g-1, showing good ion storage capacity for sodium ion batteries (SIBs). Such outstanding electrochemical per-formances attribute to the co-doping of Cr and S elements, presenting a reliable and efficient approach for the synthesis of high-performance anode materials.(c) 2022 Published by Elsevier B.V.",High-performance anode material,"291.7 mAh g-1, 221.3 mAh g-1, 266.2 mAh g-1, 266.2 mAh g-1","2 A g-1, 10 A g-1",N/A,"900, 100"
114,doc_114,"Lithium-ion capacitors (LICs), which integrate the complementary characteristics of electric double-layer capacitors (EDLCs) and lithium-ion batteries (LIBs) to achieve high energy density and power capability, have attracted substantial interest. Asphaltene, a challenging byproduct of crude oil extraction, can be transformed into a valuable material for energy storage applications through an appropriate activation process. In this study, undesired asphaltene was utilized as a carbon source to produce hierarchical porous activated carbon (AC) for supercapacitors (SCs) and to form a modified carbon coating on Li4Ti5O12 (LTO) anode materials, enhancing rate performance. The asphaltene-derived AC exhibits a specific capacitance of 100.8 F/g at 0.1 A/g, with a retention of 86.7 % after 40,000 cycles in a 1.0 M TEABF4/PC electrolyte. Moreover, the uniform coating of asphaltenederived carbon on LTO also enhances the electronic conductivity, delivering a specific capacity of 120.5 mAh/g even at a high current rate of 20C. By integrating the asphaltene-derived capacitive SC and Faradaic LIB electrodes, the resultant LICs reveal excellent electrochemical properties with an energy density of 60.75 W h/kg at a power density of 215 W/kg, along with superior cycling stability. This work presents a viable method for converting the undesirable fraction of crude oil into high-performance energy storage materials.",N/A,120.5 mAh/g,20C,N/A,"40,000"
115,doc_115,"Lithium metal is a highly potential anode material for developing high specific energy density battery systems, but the uncontrollable generation and growth of lithium dendrites upon plating/stripping reduces the reversible capacity of batteries and Coulombic efficiency and possibly leads to short circuit or even fire, all of which retard the commercial application of lithium metal batteries (LMBs). In this work, a modified separator with a thin layer of Li4Ti5O12 (LTO) inserted between two traditional polypropylene (PP) separators was presented to effectively eliminate the influence of lithium dendrites and improve the rate performance and lifetime of LMBs. Benefiting from the good wettability to the electrolyte, high conductivity of lithium ions, and quick depletion of lithium dendrites due to the insertion of lithium into the LTO lattice, LMBs with LTO-modified separator display excellent electrochemical performances, e.g., in the Li-Li cells, and an ultralong and stable operation over 1000 h at an areal current density of 0.5 mA/cm2 can be realized. More interestingly, in Li/LFP full cells, a high discharge capacity of 135 mAh/g at 1C with a lifetime over 600 cycles and 120 mAh/g at 5C with a lifetime over 300 cycles can be achieved. These inspiring results suggest a feasible route to achieve a safer, longer-life, and higher-rate LMB.",N/A,"135 mAh/g (1C), 120 mAh/g (5C)","1C, 5C",N/A,"600 cycles (at 1C), 300 cycles (at 5C)"
116,doc_116,"Lithium-ion hybrid capacitors (LIHCs) are considered as promising next-generation energy storage devices with high energy density, large power density, and ultra-long cycle life. Anode material is an important factor affecting LIHCs. Here, we prepared hexagonal MnF2 with good morphology by solvothermal method. MnF2 was used as the anode to deliver a high specific capacity of 330 mAh g(-1) after 1050 cycles at 0.1 A g(-1). The specific capacity of MnF2 electrode, after 5000 cycles at 2 A g(-1), can also reach 65 mAh g(-1). LIHCs of MnF2 as anode and AC as cathode offer an excellent energy density of 81 Wh kg(-1) at 95 W kg(-1) and power density of 6840 W kg(-1) at 26 Wh kg(-1). Also, the capacity retention rate is 72% after 3000 cycles at 1 A g(-1). The implementation of MnF2//AC, an energy storage device, extends the practical application of MnF2 in energy storage.",MnF2,"330 mAh g(-1), 65 mAh g(-1)","0.1 A g(-1), 1 A g(-1), 2 A g(-1)",N/A,"1050, 5000, 3000"
117,doc_117,"How to prepare monodispersed Li4Ti5O12 (LTO) nanoparticles and build effective interface with conductive matrix are significant for its high-rate performance, but still big challenges to be fulfilled well now. Herein, we successfully prepared monodispersed LTO nanoparticles on Ti3C2Tx MXene (M-LTO) in situ through a natural oxidation and hydrothermal lithiation process. The mild oxidation and proper LiOH concentration are proved critical to control the states of final products. Oriented growth was found between LTO and Ti3C2Tx MXene, i.e., LTO [110]//Ti3C2Tx [001], indicating the presence of in-situ interface. It is very effective to facilitates the electron transfer between collector/LTO interface, which exhibited low electron polarization resistance, and helped M-LTO samples achieve higher capacity retention than LTO-Ti3C2Tx mixture and pure LTO. Typically, M-LTO-8 sample delivered a reversible capacity of 137 mAh g(-1) at 10 C and over 125 mAh g(-1) at a high rate of 50 C, with a capacity retention of 87.5% after 1000 cycles at 10 C. This work highlighted the in-situ oriented growth of LTO from Ti3C2Tx MXene, revealed its advantage for high-rate performance, and provided new insights for high-rate electrode design.",LTO,"137 mAh g(-1), over 125 mAh g(-1) at 50 C","10 C, 50 C",N/A,1000 cycles
118,doc_118,"Lithium titanate, Li4Ti5O12 (LTO) is being explored as an anode in Li-ion batteries owing to its minimal structural change during lithiation/delithiation and excellent capacity retention at higher current rates. However, the lack of stable cyclability at higher applied currents owing to low electronic conductivity, restricts its widespread applications. Solid state anionic doping represents a convenient strategy to improve the intrinsic electronic conductivity of the LTO material. Hence, a facile and scalable solid state-inspired protocol has primarily been devised aimingthe large-scale production of nitrogen-doped LTO. The structural analysis demonstrates the diffusion of nitrogen into the lattice without damaging the intrinsic microstructure of LTO. The 2% nitrogendoped LTO as a working electrode in Li-ion half-cell, displays enhancement in Li-storage capacity by 30%. Moreover, it exhibits excellent rate performance (131 mAhg(-1) @ 5C) and ultra-long cycling stability upto 1000 cycles retaining 82 % capacity. Further, full cell study of N@LTO with LiCoO2 exhibits specific capacities of more than 155 mAh/g at a 0.05C rate. Overall, the enhancement in performance attributes to N doping which is likely to improve not only the electrical conductivity but also the ion transport capabilities. Hence the N@LTO will have potential in high power Li-ion batteries.",LTO,"N/A, mAh/g (multiple values)","0.05C, 5C",N/A,1000
119,doc_119,"At present, graphite is a widely used anode material in commercial lithium-ion batteries for its low cost, but the large volume expansion (about 10%) after fully lithiated makes the material prone to cracking and even surface stripping in the cycle. Therefore, the development of zero-strain anode materials (volume change <1%) is of great significance. LiAl5O8 is a zero-strain insertion anode material with a high theoretical specific capacity. However, the Li+ storage mechanism remains unclear, and the cycle life as well as fast-charging capability need to be greatly improved to meet the practical requirements. In this study, LiAl5O8 nanorods are prepared by utilizing aluminum ethoxide nanowires as a soft template and doped with the Zr element to further improve the Li+ diffusion coefficient and electronic conductivity, which in turn improves cycle and rate performances. The Zr-doped LiAl5O8 presents a high reversible capacity of 227.2 mAh g(-1) after 20,000 cycles under 5 A g(-1), which significantly outperforms the state-of-the-art anode materials. In addition, the Li+ storage mechanisms of LiAl5O8 and Zr-doped LiAl5O8 are clearly clarified with a variety of characterization techniques including nuclear magnetic resonance. This work greatly promotes the practical process of zero-strain insertion anode materials.",LiAl5O8,227.2 mAh g(-1),5 A g(-1),N/A,"20,000"
120,doc_120,"A plasma-reduced graphene oxide/lithium titanate oxide (PrGO/LTO) composite is prepared as an anode material to enhance the performance of lithium-ion capacitors (LICs). The PrGO/LTO composite is synthesized by mixing graphene oxide (GO) and LTO, followed by a series of freeze-drying and plasma-treatment processes. PrGO forms a porous three-dimensional (3D) structure with a large surface area, effectively preventing the restacking of PrGO while covering LTO. The GO/LTO mixing ratio is controlled to optimize the final structure for LIC applications. In lithium-ion half-cell assembly, the PrGO/LTO-based anode with an 80% mixing ratio exhibits the highest specific capacity of 73.0 mAh g-1 at 20 C. This is attributed to the optimized ratio for achieving high energy density from LTO and high power density from PrGO. In a LIC full-cell comprising PrGO/LTO as the anode and activated carbon as the cathode, the energy and power densities at 1 A g-1 are 40.3 Wh kg-1 and 2000 W kg-1, respectively, with a specific capacitance of 36.3 F g-1 and capacitance retention of 94.1% after 2000 cycles. Its outstanding performance, obtained from incorporating 3D-structured PrGO with LTO at an optimized ratio, lowers the cell resistance and provides efficient lithium-ion diffusion pathways.",PrGO/LTO,73.0 mAh g-1,20 C,N/A,2000
121,doc_121,"Polyoxometalates are intriguing high-capacity anode materials for alkali-metal-ion storage due to their multi-electron redox capabilities and flexible structure. However, their poor electrical conductivity and high working voltage severely restrict their practical application. Herein, the dinuclear polyoxovanadate Sr2V2O7 center dot H2O with unusually high electrical conductivity is reported as a promising anode material for lithium-ion batteries. During the initial lithiation process, the Sr2V2O7 center dot H2O anode experiences an electrochemically induced crystalline-to-amorphous transition. The resulting amorphous structure provides high redox activity and fast reaction kinetics via reversible V4.9+/V2.8+ redox couple through the intercalation mechanism. Furthermore, when coupled with the LiFePO4 cathode, the strong V-O bonds of the amorphous anode provide excellent structural stability, with the full-cell capable of performing >12 000 cycles with a capacity retention of 72%. Another advantage of Sr2xV2O7-delta center dot yH(2)O (0.5 <= x <= 1.0) is its composition adjustability, which enables delicately regulating the Sr vacancy content without destroying the structure. The defect Sr2xV2O7-delta center dot yH(2)O (x = 0.5) electrodes show significantly improved specific capacity and rate capability without sacrificing other key properties, delivering a high specific capacity of 479 mAh g(-1) at 0.1 mA cm(-2) and 41.9% of its capacity in 2 min. Overall, the preliminary study points the way forward for the facile preparation of high-quality polyoxometalates for advanced energy storage applications and beyond.",Amorphous,N/A,N/A,N/A,">12,000"
122,doc_122,"Attributed to its medium operating potential of 0.8 V, the layered perovskite LiEuTiO4 (LETO or L100) has been deemed as an appealing anode candidate for lithium-ion battery (LIB), circumventing the risk of lithium plating at a low potential of approximately 0 V while preserving the battery voltage. However, its inherent low conductivity and sluggish kinetics stagnate its practical use, and its compatibility with high-voltage cathode is still neglected. Therefore, we fabricate LETO@CNFWs (LC) composite using carbon nanofiber webs (CNFWs) as surface-modifier and scaffold. To fabricate this composite, firstly LETO and CNFWs compound was ball-milled according to different weight ratios. The balled-milled L100, LC20, LC5, and LC2 exhibit excellent electrochemical behaviors, nearly 133.6, 151.0, 181.0, and 200.0 mAh g-1 of specific charge capacities after 1000th cycles are acquired at 1 A g-1, which are about one and half times higher than that of untreated LETO compared to LC2, and more stable cyclability stems from the enhanced conductivity and Li+ transportation. Moreover, the full cell based on calcined LiNi0.5Mn1.5O4 (LNMO-700 & DEG;C) and LC2, demonstrates considerable capacity with a high voltage plateau of about 4 V. As well, LC2||LNMO-700 & DEG;C full-cell exhibits 114.3 mAh g-1 superior specific charge capacity after 100 cycles at 0.1 A g-1 compared to L100|| LNMO-700 & DEG;C, LC20||LNMO-700 & DEG;C, LC5|| LNMO-700 & DEG;C. This surface-modify strategy here is instrumental to the realistic employment of LETO as a promising anode for a safe 4 V LIB with high capacity.",LETO,N/A,0.1 A g-1,4 V,100
123,doc_123,"Apart from Li4Ti5O12, there are few anode substitutes that can be used in commercial high-power lithium-ion batteries. Orthorhombic T-Nb2O5 has recently been proven to be another substitute anode. However, monoclinic B-Nb2O5 of same chemistry is essentially inert for lithium storage, but the underlying reasons are unclear. In order to activate the inert B-Nb2O5, herein, nanoporous pseudocrystals to achieve a larger specific capacity of 243 mAh g(-1) than Li4Ti5O12 (theoretical capacity: 175 mAh g(-1)) are proposed. These pseudocrystals are rationally synthesized via a shape-keep topological microcorrosion process from LiNbO3 precursor. Compared to pristine B-Nb2O5, experimental investigations reveal that B-Nb2O5-x delivers approximate to 3000 times higher electronic conductivity and tenfold enhanced Li+ diffusion coefficient. An approximate to 30% reduction of energy barrier for Li-ion migration is also confirmed by the theoretical calculations. The nanoporous B-Nb2O5-x delivers unique ion/electron transport channels to proliferate the reversible and deeper lithiation, which activate the inert B-Nb2O5. The capacitive-like behavior is observed to endow B-Nb2O5-x ultrafast lithium storage ability, harvesting 136 mAh g(-1) at 100 C and 72 mAh g(-1) even at 250 C, superior to Li4Ti5O12. Pouch-type full cells exhibit the energy density of approximate to 251 Wh kg(-1) and ultrahigh power density up to approximate to 35 kW kg(-1).",B-Nb2O5-x,"136 mAh g(-1), 72 mAh g(-1)","100 C, 250 C",N/A,N/A
124,doc_124,"Due to the fact that the diffusion of ions in lithium titanate is mainly controlled by the diffusion kinetics of metastable intermediates along the twisted octahedral interface, it is possible to obtain high-performance titanium -based anodes via adding more alternative diffusion paths or increasing the contact probability between lithium ions and lithium polyhedral. Here, Li4Ti5O12 (LTO) is modified with a metastable phase Li2Ti3O7 containing twisted octahedron as an additive, and the composites (denoted as LTO-C) with superior diffusion kinetics are obtained via high-pressure and high -temperature (HPHT) technology. Interestingly, the effect of high pressure causes lattice oxygen escape and generates abundant structural defects in the LTO-C sample, which significantly ameliorates the insufficient conductivity of the titanium -based anodes while providing more energy storage sites for charge transfer. LTO-C demonstrates a reversible capacity of 185 mAh g-1 at a current density of 2000 mA g-1. This technology provides a new pathway for the preparation of composite materials and inspires the functional design of energy materials.",N/A,185 mAh g-1,2000 mA g-1,N/A,N/A
125,doc_125,"The lower intrinsic capacity and electron/ion transfer rate of Li4Ti5O12 limit its application and commercialization in high-specific-energy batteries. In this work, Li4Ti5O12/CuO heterojunctions are constructed by depositing CuO ultrafine nanoparticles on Li4Ti5O12 nanosheets using a controllable and high-efficiency active screen plasma (ASP) technique. It is found that the rich interface and built-in electric field provided by the heterojunction enhance the electron conductivity and ionic conductivity, and density functional theory calculations confirm that the heterojunction reduces the band gap and enhances the adsorption energy for lithium ions; in the lithium storage process, the conversion reaction between CuO and lithium ions not only provides additional capacity but also the product Cu facilitates electron transport and accelerates the electrochemical process. In addition, the increase in vacancies and specific surface area due to high-energy particle bombardment contributes to the increase in conductivity and the number of active sites, and the treated sample exhibits excellent reversible capacity (182.6 mAh center dot g-1 at 1C), high rate performance (170.6 mAh center dot g-1 at 30C), and long cycle stability (136.7 mAh center dot g-1 after 4500 cycles at 20C) in the half-cell, and the full cell assembled with NMC811 maintained 227.4 mAh center dot g-1 after 700 cycles at 1C.",N/A,"182.6 mAh center dot g-1, 227.4 mAh center dot g-1, 170.6 mAh center dot g-1, 136.7 mAh center dot g-1","30C, 20C, 1C",N/A,4500
126,doc_126,"Metal-organic frameworks (MOFs) have potential applications in the field of electrochemical energy storage due to their unique characteristics, such as structural diversity, tolerability, and chemical homogeneity. LiNi0.5Mn1.5O4 (LNMO) is a great cathode material due to its wide working voltage, high energy density, and excellent rate capability. In this study, bimetallic Ni/Mn-MOFs and Cr-doped Ni/Mn-MOFs have been prepared by solvothermal reaction, which can be used as the precursor for the synthesis of pristine and Cr-doped LNMOs. The results indicate that the MOF-derived LNMO has better electrochemical behavior than the sample obtained from the conventional co-precipitation route. The resulting MOF-derived LNMO exhibits a high specific capacity (SC, 132.4 mAh/g at 0.2C), good rate ability (116.5 mAh/g at 10C), and remarkable long-cycle performance (80.1 % capacity retention for 200 cycles at 4C). More significantly, the full lithium-ion batteries (LIBs) incor-porated with the MOF-derived LNMO as a cathode and Li4Ti5O12 (LTO) as an anode exhibit superior energy storage properties. This finding provides an efficient strategy for preparing high-performance LNMO cathode materials.",N/A,132.4 mAh/g,"0.2C, 10C, 4C",N/A,200
127,doc_127,"High-capacity graphite and zero-strain spinel Li4Ti5O12 (LTO) occupy the majority market of anode materials for Li+ storage in commercial applications. Nevertheless, their intrinsic drawbacks including the unsafe potential of graphite and unsatisfactory capacity of LTO limit the further development of lithium-ion batteries (LIBs), which is unable to satisfy the ever-increasing demands. Here, a novel Na0.35La0.55TiO3 perovskite embedded in multichannel carbon fibers (NLTO-NF) is rationally designed and synthesized through an electrospinning method. It not only has the advantages of a respectable specific capacity of 265 mAh g(-1) at 0.1 A g(-1) and superb rate capability, but it also possesses the zero-strain characteristic. Impressively, an ultralong cycling life with 96.3% capacity retention after 9000 cycles at 2 A g(-1) is achieved in the half cell, and 90.3% of capacity retention ratio is obtained after even 2500 cycles at 1 A g(-1) in the coupled LiFePO4/NLTO-NF full cell. This study introduces a new member with excellent performance to the zero-strain materials family for next-generation LIBs.",Zero-strain spinel Li4Ti5O12 (LTO),N/A,"2 A g(-1), 1 A g(-1)",N/A,"9000, 2500"
128,doc_128,"The broad application of solid-state polymer electrolytes (SPEs) has been hindered by the extremely low transference number of lithium ions and ionic conductivities. This study innovatively introduces Co-doped Li4Ti5O12 (CLTO) into poly(ethylene oxide) (PEO) matrix, CLTO not only brings a stronger interaction with TFSI-, but also weakens the Li-O bond in Li4Ti5O12 and reduces the diffusion activation energy of Li+. Thus, CLTO introducing PEO-based polymer solid electrolytes could simultaneously promote the dissociation of Li+ from LiTFSI and Li4Ti5O12, constructing efficient dual lithium salt dissociation regions and rapid Li+ conduction channels. The experimental tests and density functional theory calculations have confirmed the operational mechanisms of CLTO within the polymer matrix. As a result, the obtained SPEs exhibit a high ionic conductivity (1.09 x 10(-4) S cm(-1)) and a quite large tLi+ of 0.83 at 60 degrees C. Moreover, the low (Highest Occupied Molecular Orbital) HOMO energy (-7.25 eV) of the CLTO-LiTFSI-PEO-10 (CLP-10) endow it can accommodate both the Li-metal anode and high-voltage cathodes. The all-solid-state LiFePO4||Li and NCM811|| Li batteries offer exceptional specific capacities of 164.61 and 194.95 mAh/g at 60 degrees C, respectively. In addition, the pouch cell assembled with CLP-10 works stably under extreme conditions such as bending and shearing.",N/A,"164.61 mAh/g, 194.95 mAh/g",60 degrees C,N/A,N/A
129,doc_129,"High-power lithium-ion batteries (LIBs) are critical for power-intensive applications; however, their development is largely hindered by the lack of anode materials that have stability and high capacity at high charging/discharging rates. Herein, a cationic disordering strategy is reported to build an ideal high-power anode with boosted intercalation kinetics and a stable framework. A novel titanium niobate (TiNb2O7) anode with unique predistorted Nb(Ti)O-6 octahedrons (pd-TNO) is developed by introducing cation disorder, which allows ultrafast Li+ storage within seconds and exceptional stability over long cycling at high rates. The pd-TNO delivers an outstanding specific capacity of 153 mAh g(-1) at 100 C, 20 times higher than that of conventional TNO anodes without cationic disordering, and retains 42.8% of the capacity after 15,000 cycles. Using the pd-TNO anode, a high-power LIB with an unprecedented power density of 91,197 W kg(-1) at 200 C, which is approximately eight times higher than that of the advanced commercial high-power anode Li4Ti5O12 (11,813 W kg(-1) at 50 C), is demonstrated. Importantly, the pd-TNO is prepared under ambient conditions via a high-throughput process, and it exhibits considerable potential for scalability for practical applications.",pd-TNO,153 mAh g(-1),"100 C, 200 C",N/A,"15,000"
130,doc_130,"Adapting toward lithium titanate as a negative electrode for lithium-ion batteries led to the safest and long-lasting battery technology, especially for electric vehicle applications. However, the poor conductivity and lithium-ion diffusion of lithium titanate have to be addressed for widespread usage in next-generation E-mobility. The lithium-ion motion inside lithium titanate and germanium-doped lithium titanate was investigated through pulsed-field gradient nuclear magnetic resonance spectroscopy and temperature-dependent ionic conductivity studies. The superior charge carrier mobility of germanium enhanced the lithium-ion diffusion in lithium titanate significantly to 1.48 x 10(-8) cm(2) s(-1) in Li4Ge0.1Ti4.9O12 at 500 ?. While germanium improves the ionic diffusion, an ex situ carbon coating was adapted over the sample for electronic conductivity enhancement. Samples with two different carbon contents (5 and 10 wt. %) were examined for electrochemical analysis. Significant improvements in battery performance were observed on carbon-coated germanium-doped lithium titanate. The carbon-coated sample gave superior initial performance (191 and 178 mAh g(-1) for 10 and 5 wt. % carbon at 0.1C) than the pristine lithium titanate and preserved the exceptional capacity retention over a thousand cycles at 1C rate.",Lithium titanate,N/A,N/A,N/A,N/A
131,doc_131,"The ever-increasing popularity of smart electronics demands advanced Li-ion batteries capable of charging faster and storing more energy, which in turn stimulates the innovation of electrode additives. Developing single-phase conductive networks featuring excellent mechanical strength/integrity coupled with efficient electron transport and durability at high-voltage operation should maximize the rate capability and energy density, however, this has proven to be quite challenging. Herein, it is shown that a 2D titanium carbide (known as MXene) metallic membrane can be used as single-phase interconnected conductive binder for commercial Li-ion battery anode (i.e., Li4Ti5O12) and high-voltage cathodes (i.e., Ni0.8Mn0.1Co0.1O2). Electrodes are fabricated directly by slurry-casting of MXene aqueous inks composited with active materials without any other additives or solvents. The interconnected metallic MXene membrane ensures fast charge transport and provides good durability, demonstrating excellent rate performance in the Li//Li4Ti5O12 cell (90 mAh g(-1) at 45 C) and high reversible capacity (154 mAh g(-1) at 0.2 C/0.5 C) in Li//Ni0.8Mn0.1Co0.1O2 cell coupled with high-voltage operation (4.3 V vs Li/Li+). The LTO//NMC full cell demonstrates promising cycling stability, maintaining capacity retention of 101.4% after 200 cycles at 4.25 V (vs Li/Li+) operation. This work provides insights into the rational design of binder-free electrodes toward acceptable cyclability and high-power density Li-ion batteries.",N/A,N/A,0.5 C,4.3 V vs Li/Li+ / 4.25 V vs Li/Li+,200 cycles
132,doc_132,"Li5Cr7Ti6O25 has been considerd as a hopeful anode material of Li-ion batteries due to the low cost. Nonetheless, the intrinsically low conductivity obviously reduces reversible capacity and cycle performance. In this work, we design Li5Cr7Ti6O25@Li0.33La0.56TiO3 (LCTO@LLTO) composites by simple ball-milling process followed by a post-calcination at air atmosphere, which realizes an excellent cycle performance. The Li0.33La0.56TiO3 (LLTO) coating does not alter the morphology and particle size of the Li5Cr7Ti6O25 (LCTO) material, but increses the lattice parameter. The right level LLTO modification can improve the transfer ability of ions and electrons with enhanced lithiation/delithiation dynamics, making a good cycling stability and rate capability of as-prepared LCTO anode. As a result, LCTO@LLTO(5 wt%) shows a high charge capacity of 149.8 mAh g-1 even at 1C in the 50th cycle, much higher than that LCTO with a capacity of 126.3 mAh g-1. The improved electrochemical performance of LCTO@LLTO composites can be attribute to the enhanced Li ion diffusion kinetics, electrochemical reversibility and ion conductivity by LLTO modification. Therefore, the LLTO modificationcan be regarded as an efficient way for construct the anode materials for high-perfprmance Li-ion batteries.",Li5Cr7Ti6O25/LCTO@LLTO,"149.8 mAh g-1 (as-prepared LCTO anode), 126.3 mAh g-1 (LCTO with capacity)",1C,N/A,50
133,doc_133,"Li3VO4 (LVO) is a highly promising anode material for lithium-ion batteries, owing to its high capacity and stable discharge plateau. However, LVO faces a significant challenge due to its poor rate capability, which is mainly attributed to its low electronic conductivity. To enhance the kinetics of lithium ion insertion and extraction in LVO anode materials, a conductive polymer called poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS) is applied to coat the surface of LVO. This uniform coating of PEDOT:PSS improves the electronic conductivity of LVO, thereby enhancing the corresponding electrochemical properties of the resulting PEDOT:PSS-decorated LVO (P-LVO) half-cell. The charge/discharge curves between 0.2 and 3.0 V (vs. Li+/Li) indicate that the P-LVO electrode displays a capacity of 191.9 mAh/g at 8 C, while the LVO only delivers a capacity of 111.3 mAh/g at the same current density. To evaluate the practical application of P-LVO, lithium-ion capacitors (LICs) are constructed with P-LVO composite as the negative electrode and active carbon (AC) as the positive electrode. The P-LVO//AC LIC demonstrates an energy density of 107.0 Wh/kg at a power density of 125 W/kg, along with superior cycling stability and 97.4% retention after 2000 cycles. These results highlight the great potential of P-LVO for energy storage applications.",P-LVO,"191.9 mAh/g, 111.3 mAh/g (LVO)",8 C,0.2 - 3.0 V vs. Li+/Li,2000
134,doc_134,"The lack of suitable Li+ reservoirs and the risk of thermal runaway have hindered the extended use of lithium-ion batteries. Although utilizing Li4Ti5O12 or TiO2 can improve the thermal safety, their low the-oretical capacities compromise the electrochemical performance of the cell. In this study, a three-dimensional micro-nanostructure based on binary transitional metal sulfides (TMSs) with a doped carbon protector (SnS/Co9S8@HC) is designed. When operating at 0.1-1 A g-1, the SnS/Co9S8@HC cell exhibits a high inceptive capacity of 1104.8 mAh g-1with a high coulomb efficiency of 97.1%. Even after 1000 cycles, it delivers a relatively-high capacity of 450.3 mAh g-1, indicating a low capacity decay rate of 0.033% per cycle (from the 2nd to the 1000th cycle). The thermal runaway actions of the cells with gra-phite and SnS/Co9S8@HC anodes are investigated. The results demonstrate that the cell with the SnS/ Co9S8@HC anode exhibits a significantly reduced maximum thermal runaway temperature of 473.5 +/- 6.2celcius and maximum temperature increasing rate of 15.1 +/- 0.6 degrees C min -1 compared to the graphite cell. This indicates that SnS/Co9S8@HC cell holds higher thermal safety. The potential of SnS/Co9S8@HC as sodium ion batteries anode is also investigated. The results indicate an initial capacity of 631.7 mAh g-1, with a low capacity decay rate of 0.063% per cycle when operating at 2 A g-1. This work may be enlight-ening for constructing multi-phase TMSs based hierarchical structure towards superior and safe energy storage.(c) 2023 Elsevier Inc. All rights reserved.",SnS/Co9S8@HC,631.7 mAh g-1 (initial),2 A g-1,N/A,Up to 1000th cycle
