,abstract_id,abstract,Cathode,Capacity,C-rate,Voltage,Cycle number
187,doc_187,"The capacity of transition metal oxide cathode for Li-ion batteries can be further enhanced by increasing the charging potential. However, these high voltage cathodes suffer from fast capacity decay because the large volume change of cathode breaks the active materials and cathode-electrolyte interphase (CEI), resulting in electrolyte penetration into broken active materials and continuous side reactions between cathode and electrolytes. Herein, a robust LiF-rich CEI was formed by potentiostatic reduction of fluorinated electrolyte at a low potential of 1.7 V. By taking LiCoO2 as a model cathode, we demonstrate that the LiF-rich CEI maintains the structural integrity and suppresses electrolyte penetration at a high cut-off potential of 4.6 V. The LiCoO2 with LiF-rich CEI exhibited a capacity of 198 mAh g(-1) at 0.5C and an enhanced capacity retention of 63.5 % over 400 cycles as compared to the LiF-free LiCoO2 with only 17.4 % of capacity retention.",LiCoO2,198 mAh g(-1),0.5C,4.6 V,400
188,doc_188,"The extreme volume change of silicon anode causes fast capacity decay and short cycle life of lithium-ion bat-teries (LIBs). Thus, the development of stable Si-based anodes to avoid fractures of electrode materials is critical to their commercial applications. Herein, we designed a mechanically stable silicon carbide-reinforced silicon (Si/SiC) material via a facile molten salt-assisted magnesiothermic reduction of the carbonized organoclay. The as-prepared Si/SiC sample inherited the intrinsic layered structure of clay minerals. Benefiting from the atomic-scale direct contact of silicon oxide and carbon in organoclay precursor, beta-SiC nanoparticles grew in situ in the Si nanosheets to form a heterostructure with strong bonding, thanks to their similar cubic crystal structure. The Si/ SiC anodes exhibited enhanced cycling performance as anodes in LIBs, as compared with pure nanosilicon, which was attributed to the incorporation of SiC nanoparticles, the robust interface structure, and the hierarchical pore structure. Specifically, the Si/SiC nanocomposites containing 11 wt% SiC exhibited a high gravimetric capacity of 1507 mAh g-1, with 72% capacity being retained after 100 cycles at 1 A g-1. Coupled with the LiCoO2 cathode, the full cell showed a high capacity of 148 mAh g- 1 after 100 cycles at 0.5C, demonstrating its potential for application in LIBs.",LiCoO2,148 mAh g-1,0.5,N/A,100
189,doc_189,"Sn-organic homogeneous materials have recently garnered significant research interest as potential anode materials for lithium-ion batteries (LIBs) due to their high lithium-storage capacity, appropriate working voltage, and ability to mitigate the volume expansion of Sn. Here the organic components are very crucial for confining and stabilizing the high-active Sn sites, necessitating careful selection and design. In this study, we utilize cyclized polyacrylonitrile (cPAN) fiber as a lithium-active organic matrix to simultaneously confine SnO2 nanoparticles (similar to 5 nm) and single atomic Sn (SASn) species. The relationship between structure and lithium-storage performance concerning the optimization of the Sn/cPAN composition ratio is thoroughly investigated. Density functional theory (DFT) calculations indicate that the doping of SASn species in the cPAN polymeric chains can be beneficial for the fast transfer of lithium. As a result, the cPAN with SnO2 and SASn (denoted as Sn-cPAN@SnO2) materials show a consistent lithium-storage capacity at even high rate. Practical application is demonstrated by the full cells, composed of as-prepared Sn-cPAN@SnO2 anode coupled with the LiCoO2 cathode, it achieves a reversible capacity of 65 mAh/g at 1 A/g after 100 cycles. This study presents a compelling and efficient method for designing new types of Sn-organic anodes for LIBs.",LiCoO2,65 mAh/g,1 A/g,N/A,100
190,doc_190,"Layered oxides store and release energy through the insertion and extraction of Li-ions, and the diffusion rate of Li-ions within these oxides directly affects the charging and discharging rates of Li-ion batteries. Unlike previous approaches that focus on improving battery rate performance by reducing the size of active particles, this study synthesizes layered metal oxides with Mg embedded in the (1010${{10\bar 10}}$) active crystal facts (ACFTs), which feature an unsaturated coordination structure. This unique structure facilitates the reversible insertion of large quantities of Li-ions at high rates. The rapid Li-ion transfer, buffered volume expansion, and stable ACFT enable Li0.977Mg0.01CoO2 to deliver a specific capacity of 210 mAh g-1 in the 3-4.6V range at 1C, with 81% capacity retention after 300 cycles and Li1.2Ni0.13Co0.13Mn0.54O2 shows a voltage decay of only 0.15 mV per cycle. This study unveils the stabilization mechanisms of ACFTs and proposes a universal strategy for synthesizing high-rate cathode materials.",N/A,210 mAh g-1,1C,3-4.6V,300
191,doc_191,"The low ionic conductivity and unstable electrolyte/electrode interface of solid-state electrolytes are the key issues hindering the progress of solid-state lithium batteries. Herein, a cross-linked succinonitrile (SN)-based solid-state electrolyte was synthesized by in situ thermal polymerization using polyethylene glycol diacrylate, vinyl carbonate, and SN. Vinyl carbonate and polyethylene glycol diacrylate are cross-linked to form a polymer network structure, which can immobilize SN and lithium difluoro(oxalato) borate in the electrolyte, thereby preventing the side reactions of SN and lithium metal. The as-prepared quasi-solid gel electrolyte exhibits a wide electrochemical window (5.3 V vs. Li+/Li), a high ionic conductivity (0.3 mS/cm), a good lithium-ion transfer number (0.58) at room temperature, and good interfacial stability between the electrodes and electrolyte. Therefore, cross-linked SN-based polymer electrolyte not only enables reversible lithium anode stripping/plating and impedes side reactions on the anode side but also accommodates high voltage cathode materials. The LiCoO2/Li cell shows a high specific capacity of 140 mAh/g, with a capacity retention rate of 87.2% after 350 cycles and a stable coulombic efficiency of about 99.5% at an operating voltage of 2.75 similar to 4.3 V. This work paves a new path for designing high-safety electrolytes and facilitating the practical application of high-voltage lithium metal batteries. (C) 2022 Elsevier Ltd. All rights reserved.",N/A,140 mAh/g,N/A,"2.75 V, 4.3 V",350
192,doc_192,"LiCoO2 is an imperative cathode material for lithium-ion batteries due to its high discharge voltage and volumetric energy density. However, the practical application of LiCoO2 at high voltage is greatly limited by the detrimental phase transition and interfacial side reactions. Herein, a combined bulk and surface reconfiguration via K+-Mg2+-Al3+-Ti4+ multi-ion doping and AlPO4 coating is proposed to design high-voltage LiCoO2 single crystals. This strategy can significantly change the morphology and microstructure of LiCoO2, resulting in obviously increased Li+ diffusion kinetics and improved structural stability when charged to 4.6 V. In addition, the AlPO4 coating layer can mitigate the cathode/electrolyte side reactions and contribute to form a robust Li3PO4- and LiF-rich cathode/electrolyte interphase during long-term cycling. As a result, voltage decay, particle cracks and the detrimental phase transition up to 4.6 V are effectively inhibited. The modified LiCoO2 delivers a high discharge capacity of 136 mAh g-1 at 10 C with outstanding capacity retention of 85.4 % and negligible voltage decay after 1000 cycles. This work can be enlightening for designing stable high-voltage cathode materials for lithium-ion batteries with long lifespan.",LiCoO2,136 mAh g-1,10 C,up to 4.6 V,1000 cycles
193,doc_193,"All-solid-state Li-batteries have become viable options for energy storage materials over-commercialized Li-ion batteries due to their safety, wider electrochemical stability window, and impressive energy density. All-solidstate Li-based batteries use sulfide-based electrodes with high theoretical specific capacity and ionic conductivity, whereas solid electrolytes have recently shown improved energy density. However, using Li-based batteries in all-solid-state batteries for practical purposes is still a great challenge because of their interfacial issues among the solid electrolytes and electrodes. To elucidate these interfacial issues, this study presents an in-situ liquid-phase approach to prepare CoS2@Li7P3S11 as the electrode for all-solid-state Li-batteries by coating Li7P3S11 solid electrolyte on cobalt disulfide nanoparticles. Originating from enhanced intimate contact and improved area of contact in the solid electrolyte of sulfide and active material, the synthesized CoS2@Li7P3S11 nanocomposites employed as a cathode in all-solid-state Li-battery, which shows the ultrahigh cyclic stability and reversible capacity. All-solid-state Li-based batteries consist of CoS2@Li7P3S11 nanocomposites, Super P, neat Li7P3S11 as cathode material, and Li metal as an anode electrode material (Li-75 %Li2S-24 %P2S5-1 %P2O5/ Li7P3S11/CoS2@Li7P3S11/Li). At low (100 mA/g) and high (1000 mA/g) current density, exhibits an 1112.6 mAh/g reversible discharge capacity after 30 cycles and 208.4 mAh/g after 200 cycles, respectively.","CoS2@Li7P3S11 nanocomposites, Super P, neat Li7P3S11","1112.6 mAh/g (low C-rate), 208.4 mAh/g (high C-rate)","Low (100 mA/g), High (1000 mA/g)",N/A,"30, 200"
194,doc_194,"Bismuth is a promising anode material for next-generation energy storage systems due to its high theoretical volumetric capacity. However, its practical application is hindered by severe structural instability arising from large volume changes during cycling. Drawing inspiration from conversion/alloying-based anode design strategies, hierarchical micro/nano-structured Bi/ZnO@C composites is developed to mitigate rapid capacity fading and enhance electrochemical performance. The optimized Bi/ZnO@C anode exhibits outstanding reversibility and cycling stability, delivering high gravimetric and volumetric capacities of 797 mAh g-1 and 1546 mAh cm-3, respectively, after 180 cycles at 0.1 A g-1, and retaining 379 mAh g-1 after 1000 cycles at 1.0 A g-1-surpassing the performance of conventional Bi-based anodes. Furthermore, a full-cell configuration paired with a LiCoO2 cathode achieves a high energy density of 829 Wh L-1. This exceptional performance is attributed to the uniform dispersion of Bi and ZnO nanoparticles within a carbon microsphere matrix, which forms beneficial heterointerfaces and defect structures. These features effectively accommodate (de)lithiation-induced stress, preserve continuous ion/electron transport pathways, and promote rapid ion and charge transfer. Ex situ characterizations combined with density functional theory (DFT) simulations confirm enhanced Li+ adsorption capability, accelerated reaction kinetics, reduced charge-transfer resistance, and improved structural integrity of the Bi/ZnO@C electrode.",LiCoO2,N/A,0.1 A g-1 (x2),N/A,"180, 1000"
195,doc_195,"Solid-state lithium metal batteries are promising next-generation batteries for both micro-scale integrated electronic devices and macro-scale electric vehicles. However, electrochemical incompatibility between electrolyte and electrodes causes continuous performance degradation. Here, we report a unique design of a double-layer composite solid-state electrolyte (D-CSE), where each layer, composed of both polymer and ceramics, is electrochemically compatible with its contacting electrode (Li anode or LiCoO2 cathode). The D-CSE has a small thickness (50 mu m), high thermal stability (up to 160 degrees C without noticeable deformation), and good flexibility even at a high ceramics content (66.7 wt%). Large-area self-standing film can be obtained by a facile coating route. The electrolyte/electrode interface can be further enhanced via forming a soft interface by in-situ polymerization. Quasi-solid-state Li vertical bar D-CSE vertical bar LiCoO2 coin cells with the cathode-supported D-CSE can deliver a high initial discharge capacity of 134 mAh g(-1) and a high capacity retention of 83% after 200 cycles at 0.5 C and 60 degrees C. Quasi-solid-state Li vertical bar D-CSE vertical bar LiCoO2 pouch cells (designed capacity 8.6 mAh) with the self-standing D-CSE have a high retention of 80% after 180 cycles at 2 mA charge and 4 mA discharge. At a high cathode loading (19.1 mg cm(-2)), the Li vertical bar D-CSE vertical bar LiCoO2 pouch cell still can be stably cycled, and can withstand abuse tests of folding, cutting and nail penetration, indicating practical applications of the D-CSE. (C) 2022 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by ELSEVIER B.V. and Science Press. All rights reserved.",LiCoO2,N/A,N/A,N/A,N/A
196,doc_196,"Lithium metal batteries (LMBs) are attractive because of ultra-high energy density, but the critical problem of lithium dendrites hinders their commercialization. Intensive researches have been devoted to homogenizing the electron distribution of the current collectors to prevent the lithium dendrite. In this work, a renewable lithium dextran sulfate (LDS) binder that can reversibly, dynamically, and strongly bind to the Cu current collectors as well as metallic Li through the -O-SO3- functional group, and has the special characteristic of single-ion-conducting is proposed to regulate homogeneous Li-ion diffusion, stabilize the electrode interface, and considerably decrease the surface stress, thus guide uniform lithium deposition and propagation, endowing the lithium-free LMBs with outstanding areal capacity and cycling stability. The full cells employing the LDS coated Cu foil as Li-free anode and 4.6 V LiCoO2 (LCO) as cathode exhibit an initial capacity of 189 mAh/g with a Coulombic efficiency (CE) of 97%. And the CE increases to more than 99.7% after 20 cycles. The reversible capacity retention rate was more than 72.1% after 100 cycles. This simple strategy of ion distribution homogenization by dynamic binder coating is inspiring to tackle the long-standing problem of metal dendrites for commercial feasibility of anode-free batteries. (c) 2023 Elsevier Ltd. All rights reserved.",LCO,189 mAh/g,N/A,4.6 V,20
197,doc_197,"Herein, a facile method with high efficiency is proposed for the separation and regeneration of LiMn2O4 (LMO) cathode material for spent lithium-ion batteries through a simple heat treatment method. At first, the aluminum foil is separated at 450 & DEG;C in air, with a separation efficiency as high as 97.95%. Then, separation LMO is regenerated with high crystallinity at 650 & DEG;C with an optimum calcination time of 6 h. Importantly, this method allows D-LMO to exhibit high reversible capacity (133 mAh g(-1) at 0.1C), high rate performance (101 mAh g(-1) at 5C), and long lifespan (0.5C, 92.1% capacity retention ratio after 100 cycles). A positive effect of the pyrolysis of polyvinylidene fluoride on D-LMO is also suggested by the results. Moreover, a detailed investigation of the kinetics of the separation and regeneration is done, and the electrochemical mechanism is explored. Furthermore, this method requires much less energy input and chemical consumption, which would be helpful for environmental protection and green recycling.",LMO,133 mAh g(-1),"0.1C, 5C",N/A,100
198,doc_198,"The rapid accumulation of end-of-life lithium-ion batteries necessitates sustainable recycling pathways, particularly for the industry-prominent nickel-rich NCM (LiNixMnyCozO2, x+y+z = 1, x>0.8) materials. Direct recycling presents a promising solution but is hindered by the susceptibility of these materials to impurities, moisture, particle cracking, and thermal degradation, especially in hydrothermal relithiation methods. This study reveals that impurities lead to severe surface degradation in nickel-rich NCM cathodes, resulting in critical material transformations during high-temperature hydrothermal processes. To address these issues, the alkoxythermal (AT) process is introduced, a low temperature relithiation and purification strategy operating at 80 degrees C. Applied to nickel-rich scrap, low-nickel spent cathodes, and mixed-stream materials, the process achieves relithiation of the crystal alongside majority fluorine impurity removal. The AT process is also successfully demonstrated on a 100-gram batch of spent NCM (89% nickel) cathode black mass, showcasing its scalability. The resulting spent material post-AT process is upcycled to a single-crystal morphology, yielding a specific capacity of 196 mAh/g. With scalability, integration potential, and broad applicability, the AT process marks a significant advancement in direct recycling for nickel-rich chemistries, addressing key challenges in sustainable battery material recovery.",NCM,N/A,N/A,N/A,N/A
199,doc_199,"Although O3-type NaCrO2 has various merits as a promising cathode material for Na-ion batteries, only ~& nbsp;0.5 mol Na+ in O3-type NaCrO2 can be used because of irreversible phase transition by Cr migration to the Na layers. Thus, it is important to increase the Na+ content that can be reversibly de/intercalated by O3-type NaCrO2 . Through combined studies using first-principles calculation and experiments, we demonstrate that the presence of Sb5+ in the NaCrO2 structure can suppress Cr migration even after charging to 4.1 V ( vs . Na+/Na) and enables an increase in the Na content that can be reversibly de/intercalated. During charge/discharge at C/20 (1C = 175 mA g(-1)), O3-type Na0.72Cr0.86Sb0.14O2 delivers a specific capacity of ~& nbsp;175 mAh g(-1) corresponding to ~& nbsp;0.72 mol Na+ de/intercalation, representing highly enhanced electrochemical performance compared with that of O3-type NaCrO2 , which exhibits poor coulombic efficiency of only ~& nbsp;37% under the same conditions.",O3-type Na0.72Cr0.86Sb0.14O2,~175 mAh g(-1),C/20 (1C = 175 mA g(-1)),up to 4.1 V (vs. Na+/Na),
200,doc_200,"With the rapid development of electric vehicles in recent years, high-energy layered lithium Ni-rich oxides have attracted much attention. However, the ever-increasing cobalt price and stability issues of Ni-rich cathodes pose substantial obstacles to the practical application of lithium-ion batteries (LIBs). Here, we employed a one-step method to synthesize a CeO2-coating LiNi0.96Mg0.02Ti0.02O2 (NMT@Ce) cathode with reliable interface and structure. The CeO2 coating layer can prevent cathodes from electrolyte assault and form oxygen vacancies to improve the material thermal stability. The as-obtained LiNi0.96Mg0.02Ti0.02O2-0.5 wt% Ce (NMT@Ce-0.5%) delivers a high specific capacity (177.8 mAh center dot g(-1) at 1 C) and good durability (96.7% after 100 cycles at 1 C). This modification method significantly enhances the stability of the interface and structure for Ni-rich Co-free cathode material, accelerating the commercialization of high-energy-density LIBs.",LiNi0.96Mg0.02Ti0.02O2,177.8 mAh,1 C,N/A,100
201,doc_201,"All-solid-state Li batteries (ASSBs) employing inorganic solid electrolytes offer improved safety and are exciting candidates for next-generation energy storage. Herein, we report a family of lithium mixed-metal chlorospinels, Li2InxSc0.666-xCl4 (0 <= x <= 0.666), with high ionic conductivity (up to 2.0 mS cm(-1)) owing to a highly disordered Li-ion distribution, and low electronic conductivity (4.7 x 10(-10) S cm(-1)), which are implemented for high-performance ASSBs. Owing to the excellent interfacial stability of the SE against uncoated high-voltage cathode materials, ASSBs utilizing LiCoO2 or LiNi0.85Co0.1Mn0.05O2 exhibit superior rate capability and long-term cycling (up to 4.8 V versus Li+/Li) compared to state-of-the-art ASSBs. In particular, the ASSB with LiNi0.85Co0.1Mn0.05O2 exhibits a long life of >3,000 cycles with 80% capacity retention at room temperature. High cathode loadings are also demonstrated in ASSBs with stable capacity retention of >4 mAh cm(-2) (similar to 190 mAh g(-1)).","LiCoO2, LiNi0.85Co0.1Mn0.05O2",N/A,N/A,up to 4.8 V versus Li+/Li,">3,000 cycles"
202,doc_202,"Li- and Mn-rich layered oxide (LMRO) cathode materials is highly potential for next generation lithium-ion batteries as its extremely high energy density. However, the oxygen release and the interfacial side reactions against liquid electrolytes cause severe capacity fading and their practical applications are highly impeded. Herein, all-solid-state lithium-ion batteries (ASSLIBs) are demonstrated to be a promising solution towards practical application of LMROs. For the sulfide electrolyte of Li6PS5Cl, a highly compatible interface of LMRO to the electrolyte can be constructed with extra content of Li2MnO3 in LMRO, which prevents significantly side reaction between the LMRO and electrolyte. Moreover, the Li6PS5Cl electrolyte can provide S2-/SO32- redox couple to suppress the oxygen release of LMROs. Combining a further modification in composition with a few amounts of the LiNiO2, the ionic and electronic conductivities of LMRO are evidently improved, where the highly compatible interface is preserved. As results, a superiorly high capacity of 256 mAh g-1 and an energy density of 874 Wh kg-1 at 0.1 C, meanwhile the superior capacity retention as high as 87% for 1000 cycles at 0.5 C are achieved for ASSLIBs. The result is hopefully of great helpful on realizing the practical applications of LMROs in sulfide-based ASSLIBs.",LMRO,256 mAh g-1,"0.1 C, 0.5 C",N/A,1000
203,doc_203,"The capacity decay and safety issues of layered cathodes caused by structural deterioration upon deeply deli-thiated state, have impeded the further large-scale commercial-used of layered transition-metal cathodes in advanced lithium-ion batteries. In this work, the terbium cation and phosphate anion are doped homogeneously into LiCoO2 and LiNi0.83Co0.11Mn0.06O2 cathodes via the facile solid phase reaction method. We found that the lattice oxygen can be stabilized by the introduction of the Tb element, leading to the mitigation of structural degradation. More impressively, the PO43-polyanion possesses a benign binding affinity for Li-ions, further accelerating Li-ion transportation. Theoretically, the incorporation of the Tb element into the crystal lattice can alleviate oxygen redox activity in the high delithiation state. Thus, the introduction of an appropriate content of anion and cation dopants synergistically modulates the robust layered structure to suppress structural collapse during cycling. Consequently, the Tb element and PO43-polyanion co-doped LiNi0.83Co0.11Mn0.06O2 (a capacity of 179.3 mAh g-1 after 100 cycles with capacity retention of 96%) and LiCoO2 (169.4 mAh g-1 after 400 cycles and with capacity retention of 95%) illustrate prominent cycling stability. This study proposes a feasible and powerful strategy for enhancing the structural stability and cycling durability of high-voltage LiCoO2 and nickel -rich ternary layered cathode materials.","LiCoO2, LiNi0.83Co0.11Mn0.06O2","169.4 mAh g-1, 179.3 mAh g-1",N/A,N/A,"100, 400"
204,doc_204,"Sulfide-based all-solid-state lithium-ion batteries (ASSLIBs) are the widely recognized approach toward high safety owing to excellent ionic conductivity and nonflammable nature of solid-state electrolytes (SSEs). However, narrow potential window of SSEs brings about serious interfacial parasitic reactions, resulting in fast degradation of the battery. Herein, a glassy/ceramic analogous solid electrolyte interface (SEI) is constructed on LiCoO2 (LCO) to enhance interfacial stability between LCO and the Li10GeP2S12 (LGPS) SSEs. In which, ceramic Li2TiO3 guarantees good mechanical toughness of analogous SEI, while glassy LixByOz reinforces the coverage to avoid parasitic reactions. Analogous SEI endows ASSLIBs with excellent cycling and rate performance under an upper charge voltage of 4.3 V with 82.3% capacity retention after 300 cycles at 0.2 C. When pushing charge voltage to 4.5 V, analogous SEI also enables desirable performance with an initial capacity of 172.7 mAh g(-1) and long lifespan of 200 cycles at 0.2 C. Both experiments and theoretical computation reveal excellent stability between analogous SEI and LGPS, which endows ASSLIBs with small polarization and improved performance. This work provides an insight on glassy/ceramic analogous SEI strategy to boost the interfacial stability of ASSLIBs.",LiCoO2 (LCO),N/A,0.2,4.3 V and 4.5 V,300
205,doc_205,"For the first time, this work investigates the synergetic impact of yttrium (Y) and aluminium (Al) co -doping on the electrochemical properties of 4.6 V LiCoO 2 (LCO) cathode for high energy density lithium -ion batteries. The optimized LCO demonstrates an impressive initial discharge capacity of 208.6 mAh g -1 in the voltage range of 3 -4.6 V, along with superior structural stability, retaining over 86 % of its initial capacity even after 125 cycles at the current of 100 mA g -1 that is far higher than the capacity retention of 40 % for the pristine LCO under the same condition. Thanks to the synergistic effect, Al in Co layers enhances the bonds of Al/Co-O to stabilize oxygen in the LCO crystal structure while Y serves pillar  in Li layers, migrated from the initial Co layers during cycling process, effectively curtail the formation and expansion of interlayer cracking, which contributes to the long-term cycle stability of LCO under high voltage. Most importantly, Al/Y co -doping is a facile process compatible with the existing industrial infrastructure for LCO mass production, and thus it can be scaled up readily for commercial applications. Al/Y co -doped LCO is assembled into commercial -level pouch cells with graphite anode, achieves an extremely high energy density of 750 Wh/L, and exhibits a superior cycling stability and obtains a capacity retention of 88.2 % at 25 degrees C after 800 cycles with the high cutoff voltage of 4.55 V.",LCO,"208.6 mAh g-1, 750 Wh/L",100 mA g,3 -4.6 V,125
206,doc_206,"Delivering a commercial high-voltage spinel LiNi0.5Mn1.5O4 (LNMO) cathode electrode for Li-ion batteries would result in a significant step forward in terms of energy density. However, the structural ordering of the spinel and particle size have considerable effects on the cathode material's cyclability and rate capability, which are crucial challenges to address. Here, a novel mid-frequency alternating current dual magnetron sputtering method was presented, using different Ar-N-2 gas mixtures ratios for the process gas to prepare various LNMO thin films with highly controlled morphology and particle size; as determined from X-ray diffraction, Raman spectroscopy and electron microscopy. It resulted in enhanced cycling and rate performance. This processing method delivered N-containing LNMO thin film electrodes with up to 15 % increased discharge capacity at 1 C (120 mAh g(-1)) with respect to standard LNMO (grown under only Ar gas flow) thin film electrodes, along with outstanding rate performance up to 10 C (99 mAh g(-1)) in the operating voltage window 3.5-4.85 V vs. Li+/Li. Besides, electrochemical impedance spectroscopy results showed that the intricate phase transitions present in standard LNMO electrodes were almost suppressed in N-containing LNMO thin films grown under different Ar-N-2 gas flow mixtures.",LNMO,up to 120 mAh g(-1),up to 10 C,3.5-4.85 V vs. Li+/Li,N/A
207,doc_207,"Silicon is a worthy substitute anode material for lithium-ion batteries because it offers high theoretical capacity and low working potentials vs. Li+/Li. However, immense volume changes and the low intrinsic conductivity of Si hampers its practical applications. In this study, nano/micro silicon particles are achieved by ball milling silicon mesh powder as a scalable process. Subsequent metal (Cu/Fe/Mn) doping into nano/micro silicon by low-temperature annealing, followed by high-temperature annealing with graphite, gives a metal-doped silicon/graphite composite. The obtained composites were studied as anodes for Li-ion batteries, and they delivered high reversible capacities of more than 1000 mAh g(-1) with improved Li+ diffusion properties. The full cells from these composite anodes vs. LiCoO2 cathodes delivered suitable energy densities for Li+ storage applications. The enhanced electrochemical properties are accredited to the synergistic effect of metal doping and graphite addition to silicon and exhibit potential for suitable Li+ energy storage applications.",LiCoO2,N/A,N/A,N/A,N/A
208,doc_208,"We show that the deposition of the solid-state electrolyte LiPON onto films of V2O5 leads to their uniform lithiation of up to 2.2 Li per V2O5 , without affecting the Li concentration in the LiPON and its ionic conductivity. Our results indicate that Li incorporation occurs during LiPON deposition, in contrast to earlier mechanisms proposed to explain postdeposition Li transfer between LiPON and LiCoO2. We use our discovery to demonstrate symmetric thin film batteries with a capacity of >270 mAh/g, at a rate of 20C, and 1600 cycles with only 8.4% loss in capacity. We also show how autolithiation can simplify fabrication of Li iontronic transistors attractive for emerging neuromorphic computing applications. Our discovery that LiPON deposition results in autolithiation of the underlying insertion oxide has the potential to substantially simplify and enhance the fabrication process for thin film solid state Li ion batteries and emerging lithium iontronic neuromorphic computing devices.",V2O5,>270 mAh/g,20C,N/A,1600
209,doc_209,"Direct recycling of cathode materials has attracted phenomenal attention due to its economic and eco-friendly advantages. However, existing direct recycling technologies are difficult to apply to highly degraded layered materials as the accumulation of thick rock-salt phases on their surfaces not only blocks lithiation channels but also is thermodynamically difficult to transform into layered phases. Here, a surface engineering-assisted direct upcycling strategy that reactivates the lithium diffusion channels at the highly degraded cathode surfaces using acid etching explored. Acid can selectively remove the electrochemically inert rock-salt phases on the surface while simultaneously dissociating the degraded polycrystalline structure to single crystals, thereby reducing the thermodynamic barrier of the relithiation process and enhancing the stability of the regenerated cathode. This strategy can restore the capacity of highly degraded LiNi0.5Co0.2Mn0.3O2 from 59.7 to 165.4 mAh g(-1), comparable to that of commercialized ones. The regenerated cathode also exhibits excellent electrochemical stability with a capacity retention of 80.1% at 1 C after 500 cycles within 3.0-4.2 V (vs graphite) in pouch-type full cells. In addition, the generality of this strategy has also been validated on Ni-rich layered materials and LiCoO2. This work presents a promising approach for direct recycling of highly degraded cathode materials.",LiNi0.5Co0.2Mn0.3O2,165.4 mAh g(-1),1 C,3.0-4.2 V (vs graphite),500
210,doc_210,"Surface modification is a highly effective strategy to suppress side reactions between electrode materials and electrolytes. The preparation of coated electrode materials generally involves two steps: the synthesis of electrode materials and subsequent surface coating, which is a long and costly process. Here, we report a novel solidstate reaction method to prepare Li2ZrO3-coated LiCoO2 in a single step. By controlling the cooling rate, the solid solubility of Zr in LiCoO2 decreases, resulting in the precipitation of Zr4+ on the surface and the formation of a Li2ZrO3 coating layer. X-ray photoelectron spectroscopy, combined with a focused ion beam and high-resolution transmission electron microscopy, confirms the uniform Li2ZrO3coating on the surface of LiCoO2. Electrochemical performance testing shows that Li2ZrO3-coated LiCoO2 exhibits enhanced cycle stability, even when charged to 4.5 V. After cycling at 1C for 200 cycles, Li2ZrO3-coated LiCoO2 maintains a capacity of about 180 mAh g-1, which is 94 % of the initial 193 mAh g-1.",LiCoO2,"193 mAh g-1, 180 mAh g-1",1C,up to 4.5 V,200 cycles
211,doc_211,"High-capacity metal oxides based on non-toxic earth-abundant elements offer unique opportunities as advanced anodes for lithium-ion batteries (LIBs). But they often suffer from large volumetric expansion, particle pulverization, extensive side reactions, and fast degradations during cycling. Here, an easy synthesis method is reported to construct amorphous borate coating network, which stabilizes conversion-type iron oxide anode for the high-energy-density semi-solid-state bipolar LIBs. The nano-borate coated iron oxide anode has high tap density (1.6 g cm(-3)), high capacity (710 mAh g(-1) between 0.5 - 3.0 V, vs Li/Li+), good rate performance (200 mAh g(-1) at 50 C), and excellent cycling stability (approximate to 100% capacity resention over 1,000 cycles at 5 A g(-1)). When paired with high-voltage cathode LiCoO2, it enables Cu current collector-free pouch-type classic and bipolar full cells with high voltage (7.6 V with two stack layers), achieving high energy density (approximate to 350 Wh kg(-1)), outstanding power density (approximate to 6,700 W kg(-1)), and extended cycle life (75% capacity retention after 2,000 cycles at 2 C), superior to the state-of-the-art high-power LIBs using Li4Ti5O12 anode. The design and methodology of the nanoscale polyanion-like coating can be applied to other metal oxides electrode materials, as well as other electrochemical materials and devices.",N/A,710 mAh g(-1),"50 C, 2 C","3.0 V, 7.6 V (with two stack layers)","2,000 cycles"
212,doc_212,"Assembling transition-metal oxides (TMOs) and MXene with strong interfacial interactions is an effective method to overcome the drawbacks of TMOs as anodes for lithium-ion batteries (LIBs) such as large volume expansion and low conductivity. Herein, a CuO nanorod/MXene heterojunction (denoted as CuO/MXene) with a synergistic effect was constructed with a sheet-rod-pore hierarchical nanostructure by electrostatic self-assembly. Specifically, encapsulated CuO nanorods exert superiority in the high reversible capacity and increase the interlayer distance of the MXene matrix to explore more storage spaces. MXene could significantly boost the conductivity, accommodate volume variation, and inhibit structure collapse as a buffer network. Density functional theory (DFT) calculations confirm the strong electron transport and lithium affinity at the CuO/MXene heterointerface, elucidating the reasons for the enhanced lithium storage capacity (436.4 mAh g(-1) at 500 mA g(-1)), ion diffusion kinetics, and structural stability after cycling than pure CuO and MXene. When paired with the LiCoO2 cathode, the full cell delivers good cycling stability after 140 cycles, indicating the practical applicability of CuO/MXene. This work not only validates the robust interfacial interaction of TMO/MXene heterojunction but also explores an effective strategy to prepare promising anode materials for the next-generation LIBs.",LiCoO2,N/A,500 mA g(-1),N/A,140
