,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
129,doc_129,"Transition metal disulfides (TMDs) are considered as a potential anode material for lithium because of their unique layered structure and high theoretical specific capacity. However, due to their inherent defects, such as poor conductivity, easy agglomeration, slow reaction kinetics, and large volume change during charge and discharge, their practical application is greatly limited. Based on this, a feasible strategy is designed in this experiment. By solvothermal method, MoSe2 nanosheets are coated on the surface of sunflower shell nano-hollow carbon balls to prepare C/MoSe2 composite materials. As the frame material, C materials enhanced the electrical conductivity of MoSe2 and avoided volume collapse and agglomeration problems. At 0.2/5 C current density, the capacity of C/MoSe2 as a LIBs negative electrode finally stabilized at 1662.5/470.1 mAh.g(-1) after 150/5500 cycles.",MoSe2,1662.5 mAh.g(-1),0.2 C,N/A,150
130,doc_130,"The pyrochlore-type material Co2Sb2O7@C was synthesized through high-temperature solid-state reactions. Co2Sb2O7 and Co2Sb2O7@C were characterized by PXRD, XPS, SEM, EDS, and BET. At the current density of 200 mA g(-1), the first cycle discharge capacity of Co2Sb2O7@C is 1266 mAh g(-1). After 100 cycles, the specific discharge capacity can still reach 463 mAh g(-1), which is higher than the 76 mAh g(-1) of Co2Sb2O7. With the increase in scanning rate, the contribution rate of the Co2Sb2O7@C pseudo-capacitor varies from 69.2 to 92.5%. The electrochemical performance is due to the conversion and alloying reaction of Li3Sb, the coating of amorphous carbon, and the contribution of pseudo-capacitance.",Co2Sb2O7@C,1266 mAh g(-1),N/A,N/A,100
131,doc_131,"Structural and phase regulation of TiO2 anode materials has been confirmed to significantly promote sodium storage for sodium-ion batteries (SIBs). Herein, TiO2/C hierarchical nanofibers with anatase/TiO2(B) mixed phases are synthesized by a dual-template method, which employs an amphiphilic triblock copolymer (F127) and SiO2 as templates. The hierarchical structure of TiO2/C nanofibers provides effective contact for both the anode and electrolyte, and the anatase/TiO2(B) mixed phase causes rapid sodium-ion transmission. Moreover, the TiO2/C anode delivers a high reversible discharge capacity (262 mAh g(-1), 0.1 A g(-1)), remarkable rate capacity (97 mAh g(-1), 2.0 A g(-1)), and stable sodium storage performance (similar to 109 mAh g(-1) over 1000 cycles, 1.0 A g(-1)). This work provides a dependable approach to build hierarchical TiO2 anode materials for SIBs with superior performance.",TiO2/C,262 mAh g(-1),"2.0 A g(-1) (rate capacity), 0.1 A g(-1) (reversible discharge capacity)",N/A,1000
132,doc_132,"Niobium-based phosphates have the advantages of high stability and environmental protection and have good application prospects in sodium-ion batteries. The pure phase of Na(NbO2)(2)PO4 (NNP) powder was successfully synthesized by different methods in this work, and the materials were characterized via XRD, XPS, SEM, and electrochemical methods. At the current density of 100 mA g(-1), the discharge-specific capacity of NNP is 521.8 mAh g(-1) in the first cycle and remains at 462.4 mAh g(-1) after 200 cycles, indicating that it has good cycling stability. The kinetic results obtained from cyclic voltammetry (CV) show the pseudo-capacitance contribution accounts for a large percentage of the capacity. The charge transfer resistance of NNP is 260.3 Omega, which is significantly smaller than the others derived from electrochemical impedance spectroscopy (EIS). These pointed to the advantages of NNP in anode material for SIBs.",NNP,"521.8 mAh g(-1), 462.4 mAh g(-1)",100 mA g(-1),N/A,200
133,doc_133,"Transition metal oxides are considered promising anode materials for next-generation lithium-ion and sodium-ion batteries (LIBs and SIBs) because of their high theoretical capacities; however, their practical application is limited by the detrimental large volume expansion that occurs upon cycling. In this work, a rationally designed TiO2@Fe@FeOx nanocomposite encapsulated by a TiO2 shell with unique core-shell structure is synthesized and exhibits outstanding electrochemical performance as an anode in LIBs and SIBs. The nanocomposite exhibits a reversible capacity of 619.2 mAh g(-1) at 1 A g(-1) with a coulombic efficiency over 99.5% after 1000 cycles when used as a LIB anode. The nanocomposite also exhibits superior sodium storage performance (267 mAh g(-1) at 50 mA g(-1), capacity retention of 65.4% after 1000 cycles at 200 mA g(-1)). The TiO2 shell serves as a strong conformal layer and soft matrix that can tolerate the volume expansion and maintain the structural integrity of the anode during discharging and charging. Moreover, the open active diffusion channels of the shell contribute to high ion diffusivity and improved ionic, and electronic diffusion. These findings indicate that adoption of TiO2 coating is an effective strategy to optimize the electrochemical performance of transition metal oxide anode materials.",B anode,267 mAh g(-1),"50 mA g(-1), 200 mA g(-1), 1 A g(-1)",N/A,1000 cycles
134,doc_134,"For the first time, it is discovered that the calcination products of the mixture containing titanium dioxide (TiO 2 ) and cuprous chloride (CuCl) were a novel kind of anode materials of LIBs. Herein, a mixture containing TiO 2 and CuCl with a Ti/Cu mole ratio of 2:1 was calcined at different temperatures in air to harvest the samples. The samples sintered at 350 degrees C, 400 degrees C and 450 degrees C were respectively classified as sample a, b and c. As analyzed, TiO 2 , CuO and CuCl 2 were the principal components of all resultant samples. Interestingly, as compared to the pure TiO 2 , all prepared samples, especially sample b, delivered a markedly enhanced electrochemical property. For instance, the initial DC (discharge capacity) of sample b at 0.1 A g -1 was 487 mAh g -1 , being much better than that of sample a, c and the pure TiO 2 (sample o). Impressively, the DC value of sample b was around 101 mAh g -1 at 1.0 A g -1 after 100 cycles, which, respectively, was about 1.5, 2.0 and 5.3 times that of sample a (66 mAh g -1 ), c (49 mAh g -1 ) and o (19 mAh g -1 ). After a thorough investigation, the reduced R ct and the evidently increased D Li+ were considered as the main causes providing all samples, especially sample b, a satisfied electrochemical performance. To summarize, the electrochemical properties of all as -produced samples were better than that of the pure TiO 2 . That is, a groundbreaking concept, that using a calcination product containing TiO 2 , CuO and CuCl 2 rather than a pure substance as the anode materials of LIBs, was developed here.",LIBs,"487 mAh g -1 (0.1 A g -1), 101 mAh g -1 (1.2)","0.1 A g -1, 1.2",N/A,N/A
135,doc_135,"Manganese monoxide (MnO) has been widely studied as a potential anode material of Li-ion batteries because of its high specific capacity and abundant raw materials. However, the poor cycling stability of MnO associating to its large volume change during the repeated conversion reaction with Li+ has restricted its practical applications. Herein, ternary MnO/MnTiO3@C composite anode materials are prepared by in situ capturing TiO2 nanoparticles into sea urchin-like MnO2 in a mild hydrothermal reaction, followed by resorcinol-formaldehyde (RF) resin coating and thermal treatment. With the strong stabilization effect of the MnTiO3 component, the optimized ternary MnO/MnTiO3@C composite anode exhibits greatly enhanced cycling performance as compared to MnO@C. A reversible capacity of 383 mAh g- 1 is preserved after 500 cycles at 1000 mA g- 1. This improved cycle performance can be originated from the stable TiO crystals and the highly reversible amorphous LixMnTiO3 phase generated in the first lithiation process. The reasonably high specific capacity and robust cycle stability enable the ternary MnO/MnTiO3@C composites to be promising alternative anode materials to graphite for Li -ion batteries.",@C composite anode,383 mAh g-1,1000 mA g-1,N/A,500
136,doc_136,"This article ingeniously adopts a glucose-assisted hydrothermal method to bridge TiO2 nanotubes and MoS2 nanosheets with a multifunctional carbon layer (C), synthesizing three-dimensional (3D) TiO2@C@MoS2 composites. The multifunctional carbon layer bridges MoS2 nanosheets and TiO2 nanotubes by creating C-S and Ti-O-C chemical bonds, which not only reduces the mechanical stress of the composites during charge/discharge cycling and enhances the structural stability of the composites but also improves the overall conductivity of the composites. Furthermore, the one-dimensional (1D) TiO2 nanotubes act as a reliable skeleton for the growth of MoS2 nanosheets, effectively shortening the transport path for ions/electrons. The MoS2 nanosheets on the surface contribute to an increase in active sites for electrochemical reactions, thus bringing about faster charge transfer within the material. As a result, the overall electrochemical properties of the composites are improved. The prepared TiO2@C@MoS2 composites show up to an initial discharge specific capacity of 881.77 mAh g(-1), sustaining a capacity retention of 81% even after 200 cycles at 0.2 A g(-1). The outstanding specific capacity and impressive cyclic stability are ascribed to the unique synergistic effect of the multifunctional carbon layer bridging TiO2 nanotubes and MoS2 nanosheets. This preparation offers a perspective for the synthesis of other composite materials, broadening the horizons of lithium-ion battery anode research.",N/A,881.77 mAh g(-1),0.2 A g(-1),N/A,200
137,doc_137,"In the field of lithium-ion batteries, Fe-2(MoO4)(3) has attracted considerable interest because of its distinctive three-dimensional open framework structure, high oxidation states of two metal elements, and high theoretical capacity. However, practical applications of Fe-2(MoO4)(3) are hindered by its substantial volume changes. Herein, a metal-organic-framework-engaged strategy is proposed to construct heterogeneous dual hollow spindles of amorphous Fe-2(MoO4)(3)@TiO2. The synthesis approach relies on the etching reaction of MIL-88A in the Na2MoO4 solution and Kirkendall effect, as well as the controlled hydrolysis of titanium isopropoxide. Material characterizations based on x-ray diffraction, Raman spectra, transmission electron microscopy, scanning electron microscopy, and x-ray photoelectron spectroscopy disclose successful preparation of the dual hollow spindles. Its surface area is 11 m(2) g(-1). The hollow spindle mitigates the volume changes of Fe-2(MoO4)(3), while the TiO2 coating further enhances the structural robustness of Fe-2(MoO4)(3). Moreover, the hollow spindle also facilitates the storage of electrolyte and Na+ transport. These structural advantages result in high reversible capacities, stable cycling performance, and outstanding rate capability. Specifically, Fe-2(MoO4)(3)@TiO2 maintains a high reversible capacity of 1204 mAh g(-1) at 1.0 A g(-1) after 450 cycles and 462 mAh g(-1) at 5.0 A g(-1) after 540 cycles. Furthermore, the high surface capacitive contribution and rapid Li+ diffusion induce fast reaction kinetics. This study demonstrates that the heterogeneous dual hollow spindle is an advanced composite structure for Fe-2(MoO4)(3).",N/A,"1204 mAh g(-1), 462 mAh g(-1)","1.0 A g(-1), 5.0 A g(-1)",N/A,"450, 540"
138,doc_138,"Interest in defect engineering for lithium-ion battery (LIB) materials is sparked by its ability to tailor electrical conductivity and introduce extra active sites for electrochemical reactions. However, harvesting excessive intrinsic defects in the bulk of the electrodes rather than near their surface remains a long-standing challenge. Here, a versatile strategy of quenching is demonstrated, which is exercised in lithium titanate (Li4Ti5O12, LTO), a renowned anode for LIBs, to achieve off-stoichiometry in the interior region. In situ synchrotron analysis and atomic-resolution microscopy reveal the enriched oxygen vacancies and cation redistribution after ice-water quenching, which can facilitate the native unextractable Li ions to participate in reversible cycling. The fabricated LTO anode delivers a sustained capacity of 202 mAh g(-1) in the 1.0-2.5 V range with excellent rate capability and overcomes the poor cycling stability seen in conventional defective electrodes. The feasibility of tuning the degree of structural defectiveness via quenching agents is also proven, which can open up an intriguing avenue of research to harness the intrinsic defects for improving the energy density of rechargeable batteries.",LTO,202 mAh g(-1),N/A,1.0-2.5 V,N/A
139,doc_139,"Bronze titanium dioxide (TiO2[B]) is widely used to improve lithium-ion storage performances owing to their open crystal structure, pseudocapacitance effect, and high theoretical specific capacity. However, the reported storage performances of TiO2(B) for lithium-ion batteries (LIBs) are not ideal, due to the sluggish lithium-ion diffusivity and poor electronic conductivity. Herein, mesoporous TiO2(B) ultrathin nanosheets with rich oxygen vacancies supported on carbon nanotubes (TiO2[B]-CNTs) were constructed to enhance lithium-ion storages via a simple solvothermal method combined with an annealing process under Ar atmosphere. The CNTs substrate in situ induces the orderly growth of mesoporous TiO2(B) ultrathin nanosheets with similar to 5 nm thinness and rich oxygen vacancies into a stabilized microstructure, which not only prevent aggregation of nanosheets, but also ensure effective exposure surface, as well as enhance the electronic conductivity. As-obtained TiO2(B)-CNTs electrodes in LIBs at 0.1 A g(-1) after 100 cycles still show superior cycling performances with similar to 280 mAh g(-1). Specifically, the TiO2(B)-CNTs electrodes maintain good long-term cycling performances. The specific capacities reached similar to 230 mAh g(-1) at 0.5 A g(-1) in the 700th cycle, and similar to 150 mAh g(-1) at 2.0 A g(-1) in the 1000th cycle, respectively.",TiO2(B)-CNTs,"230 mAh g(-1), 150 mAh g(-1)","0.5 A g(-1), 2.0 A g(-1)",N/A,"700, 1000"
140,doc_140,"Constructing nanostructured hollow materials is one of the most effective approaches to improve the cycling stability in batteries by accommodating the volume variation. Combined with the synergy of hybrid composition, high-performance energy storage materials are expected to be achieved. Herein, the anatase TiO2 is coated into a MoO2@N-doped carbon hollow sphere structure (denoted as TiO2/MoO2@NC HS) through a simple two-step method. The unique TiO2/MoO2@NC HS composite overcomes the poor cyclic stability of MoO2 and the low specific capacity of TiO2. Moreover, its hollow sphere structure facilitates electrolyte access and simultaneously provides shorter charge transportation paths, which assures rapid Li+/Na+ reaction kinetics. When utilized as an anode in LIBs /SIBs, TiO2/MoO2@NC HS composite exhibits a satisfactory electrochemical performance with high reversible capacities of 1423.9 mAh g(-1) at 100 mA g(-1) after 200 cycles in LIBs and reaches 572.7 mAh g(-)1 after 1000 cycles at 200 mAg(-1) in SIBs. Furthermore, the full cell TiO2/MoO2@NC HS anode coupled with NCM111 cathode shows decent capacity with long cycling stability. This study offers a novel strategy to obtain anode composite that will find applications in energy storage devices.",TiO2/MoO2@NC HS,"1423.9 mAh g(-1), 572.7 mAh g(-1) (after 1000 cycles)","100 mA g(-1), 200 mAg(-1)",N/A,"2, 200, 1000"
141,doc_141,"Robust and fast lithium energy storage with a high capacity is much desired to promote the popularity of electric and plug-in hybrid vehicles. Although metallic Sn exhibits attractive theoretical capacity as an anode material for lithium-ion batteries (LIBs), its cycle stability is restricted by severe volumetric expansion during lithiation/ delithiation. Herein, a facile strategy of sequential coating and shell-to-core evolution has been proposed to synthesize a yolk-shelled Sn@void@ TiO2-x composite. The optimized void space in the yolk-shelled composite exactly accommodates the volume expansion of the Sn core while not sacrifice the volumetric energy density. The solid TiO2-x outer shell can stabilize the solid electrolyte interface (SEI) layer during cycling and the oxygen vacancies and Ti3+ species in TiO2-x can effectively improve the electrical conductivity of the composite. As a result, the yolk-shelled Sn@void@ TiO2-x electrode demonstrates excellent electrochemical performance, achieving long stable cycling performance of 785 mAh g(-1) after 1000 cycles at 1C and a high-rate capacity of 480 mAh g(-1) at 5C (1C = 1000 mA g(-1)). We believe that the facile yolk-shelled structure design strategy in this work can be extended to prepare other low melting point metals (Bi, Pb, In, Ge, etc.) for their functional applications.",Sn,"785 mAh g(-1), 480 mAh g(-1)","1C, 5C",N/A,1000
142,doc_142,"Because of the unique crystal framework, bronze TiO2 (or TiO2(B)) is considered the prospective choice for high-performance lithium-ion battery anodes. Nevertheless, TiO2(B) requires efficient modification, e.g., suitable doping with other elements, to improve the electronic properties and enhance the stability upon insertion/extraction of guest ions. However, due to the metastability of TiO2(B), doping is challenging. Herein, for the first time, TiO2(B) co-doped with Mn, F, and N were synthesized through a successive method based on a hydrothermal technique. The prepared doped TiO2(B) consists of ultrathin nanotubes (outer diameter of 10 nm, wall thickness of 2-3 nm) and exhibits a highly porous structure (pore volume of up to 1 cm(3) g(-1)) with a large specific surface area near 200 m(2) g(-1). The incorporation of Mn, F, and N into TiO2(B) expands its crystal lattice and modifies its electronic structure. The band gap of TiO2(B) narrows from 3.14 to 2.18 eV upon Mn- and N-doping and electronic conductivity improves more than 40 times. Doping with fluorine improves the thermal stability of TiO2(B) and prevents its temperature-induced transformation into anatase. It was found that the diffusivity of Li is about two times faster in doped TiO2(B). These properties make Mn, F, and N co-doped TiO2(B) nanotubes promising for application as high-performance anodes in advanced lithium-ion batteries. In particular, it possesses a good reversible capacity (231.5 mAh g(-1) after 100 cycles at 70 mA g(-1)) and prominent rate capability (134 mAh g(-1) at 1500 mA g(-1)) in the half-cell configuration. The (Mn, F, N)-doped TiO2(B) possesses a remarkable low-temperature Li storage performance, keeping 70% of capacity at -20 degrees C and demonstrating potentialities to be employed in full-cell configuration with LiMn2O4 cathode delivering a reversible capacity of 123 and 79 mAh g(-1) at 35 and 1500 mA g(-1), respectively, at a voltage of similar to 2.5 V. This research underlies that regulation of electronic and crystal structure is desired to uncover capabilities of nanoparticulate TiO2(B) for electrochemical energy storage and conversion.",TiO2(B),"231.5 mAh g(-1), 123 mAh g(-1), 79 mAh g(-1)","70 mA g(-1), 1500 mA g(-1), 35 mA g(-1), 1500 mA g(-1)",2.5 V,100
143,doc_143,"The effective diffusion-controlled performance of the SIB anode, CoxTi1-xO2/CNTs, presented here offers high reversible sodium uptake. Kinetic studies of the samples conducted through cyclic voltammetry at various scan rates suggest that by increasing the mass ratio of Co atoms in TiO2 lattice the mechanism is shifted from a slow diffusive charge contribution to a fast capacitive charge contribution. Partial amorphization of the crystalline TiO2 diffraction planes revealed by ex-situ XRD along with the attenuation of the crystal lattice reflects the ability of the electrodes for high reversible sodium uptake. The synchronous effect of CNTs and Co loading enhance the porosity with multiple electronic/ionic conducting channels favouring high sodium storage and stability from 109.3 mAh g(-1) in TiO2 to 168.5 mAh g(-1) in Co0.03Ti0.97O2/CNT electrode after 80 cycles at a current rate of 0.05 C. (C) 2022 Published by Elsevier B.V.",CoxTi1-xO2/CNTs,N/A,0.05 C,N/A,80
144,doc_144,"The feasibility of a novel high specific energy and power density rechargeable aqueous lithium battery with a lithium anode, an aqueous NiCl2 catholyte, and a water-stable high lithium-ion conducting solid electrolyte separator was investigated. Water-stable Li1.6Al0.4Ge0.2Ti1.4(PO4)(3)-10 wt% TiO2-3 wt% LiCl center dot H2O-expoxy resin (LAGTP-T), which has a high lithium-ion conductivity of 10(-3) Scm 1 at 25 degrees C and an excellent bending strength of 150 Nmm(-2) was used as the separator between the lithium anode and the aqueous NiCl2 catholyte in the rechargeable aqueous Li/NiCl2 battery. The battery was successfully operated at 5 mAcm(-2) and room temperature. The estimated specific energy density of the battery based on the cell components of a 200 mu m thick LAGTP-T, a lithium anode, current collectors, and an interlayer electrolyte is higher than that of the conventional lithium-ion battery with a carbon anode and a LiCoO2 cathode at a high specific capacity of more than 15 mAh cm(-2) and that at 50 mAhcm(-2)is two times higher than that of the lithium-ion battery.",Lithium,N/A,5 mAcm(-2),N/A,N/A
145,doc_145,"The rational design of MoS2/carbon composites have been widely used to improve the lithium storage capability. However, their deep applications remain a big challenge due to the slow electrochemical reaction kinetics of MoS2 and weak bonding between MoS2 and carbon substrates. In this work, anthracite-derived porous carbon (APC) is sequential coated by TiO2 nanoparticles and MoS2 nanosheets via a chemical activation and two-step hydrothermal method, forming the unique APC@TiO2@MoS2 ternary composite. The dynamic analysis, in-situ electrochemical impedance spectroscopy as well as theoretical calculation together demonstrate that this innovative design effectively improves the ion/electron transport behavior and alleviates the large volume expansion during cycles. Furthermore, the introduction of middle TiO2 layer in the composite significantly strengthens the mechanical stability of the entire electrode. As expected, the as-prepared APC@TiO2@MoS2 anode displays a high lithium storage capacity with a reversible capacity of 655.8 mAh g(-1) after 150 cycles at 200 mA g(-1), and robust cycle stability. Impressively, even at a high current density of 2 A g(-1), the electrode maintains a superior reversible capacity of 597.7 mAh g(-1) after 1100 cycles. This design highlights a feasibility for the development of low-cost anthracite-derived porous carbon-based electrodes.",APC@TiO2@MoS2,655.8 mAh g(-1),200 mA g(-1),N/A,150
146,doc_146,"Polymer/ceramic composite gel electrolytes are considered promising alternatives to conventional liquid electrolytes for developing high-energy and safer lithium-ion batteries (LIBs). In this study, we prepare three poly-acrylonitrile (PAN)/ceramic composite membranes with 40 wt% Al2O3, BaTiO3, and TiO2 ceramic nanoparticles and compared their properties with those of pristine PAN. Structural and morphological investigations confirm the formation of the polymer/ceramic composites. The interconnected microporous structure PAN/ceramic composites efficiently entrapped a large amount of liquid electrolyte and exhibit improved ionic conductivity compared to that of the pristine PAN electrolyte. The PAN/Al2O3 composite electrolyte displays the highest ionic conductivity of 5.2 x 10(-3) S cm(-1) under ambient conditions with low Li+-coordinated EC and high free PF- 6 concentration. Thermal shrinkage tests indicate that the addition of ceramic particles enhance the thermal stability of the PAN/ceramic membranes, as compared to that of commercial polyethylene separators. The PAN/ ceramic composite electrolytes are tested as separator-cum-electrolytes in lithium-ion batteries using a LiNi0.8-Co0.1Mn0.1O2 (NCM811) high-voltage cathode, and a lithium metal anode. The LIB with the PAN/Al2O3 composite electrolyte delivers a high capacity of 184 mAh g(-1) at 0.5 C, which is retained at 85% after 100 cycles, demonstrating the best rate performance among all tested composite electrolytes.",Li metal,184 mAh g(-1),0.5 C,N/A,100
147,doc_147,"The significant volume expansion effect and unstable solid electrolyte interphase (SEI) film of SiOx-based anode materials hinder their commercial development. Research has indicated that composite coating is a common strategy to address these crucial issues. This paper reports the preparation of SiOx@TiO2@C nanospheres with a unique interlayer structure using a sol-gel method combined with etching. In the preparation process, SiOx nanospheres serve as the core, and the morphology and electrochemical performance of SiOx@TiO2@C are influenced by NaOH etching for different durations. With increasing etching time, SiOx@TiO2@C nanospheres with a suitable interlayer structure and sufficient gaps were obtained. This distinctive interlayer structure can mitigate the volume expansion of SiOx, enhance the structural stability of the electrode material during repeated Li+ insertion/deinsertion processes, and improve cycling stability. When used as an anode material for lithium-ion batteries, the SiOx@TiO2@C with the best clearance exhibits a reversible capacity of 310.0 mAh g-1 (600 cycles at 2.0 A g-1), a high initial Coulombic efficiency (87%), and excellent cycling performance. This work paves the way for the development of SiOx-based anode materials for high-performance lithium-ion batteries.",SiOx@TiO2@C,310.0 mAh g-1,2.0 A g-1,N/A,600
148,doc_148,"TiO2 as one of critical anode materials for sodium ion batteries (SIBs) has excellent characteristics such as low cost, high safety, small volume expansion and high packing density. However, low conductivity and poor sodium ion diffusion ability prevent its further applications in SIBs. Thus, achieving functionalized carbon embraced TiO2 nanocrystals (NCs) becomes an alternative to boost the TiO2 performance in SIBs. Herein, using NH2-MIL-125 (Ti) and sulfur powder as template and sulfur source, N, S dual-anion doped porous carbon embraced ultrafine TiO2 NCs (TiO2@NSPC) are successfully constructed. Due to a large surface-to-volume ratio of TiO2 NCs, the transport pathway of sodium ions is greatly shortened. Meanwhile, N, S dual-anion doped porous carbon can ameliorate the electrical conductivity and transport efficiency of ions, effectively inhibiting the agglomeration of TiO2 NCs. As a result, when used as the anode of SIBs, TiO2@ NSPC shows a reversible capacity of 230.2 mAh g(-1) after 300 cycles at a current density of 500 mA g(-1), with high capacity retention of 88.9%. Moreover, it exhibits extremely high cycling stability with a capacity of 63 mAh g(-1) even at 10 A g(-1) after 20000 cycles, and higher pseudocapacitive sodium storage than single heteroatom doping, causing its superior sodium ion storage capability. This strategy opens up a new situation to design new electrode materials with enhanced pseudocapacitance and superior sodium storage. (C)& nbsp;2022 Elsevier B.V. All rights reserved.",TiO2,"230.2 mAh g(-1), 63 mAh g(-1)","500 mA g(-1), 10 A g(-1)",N/A,"300, 20000"
149,doc_149,"An industrial submicron-sized Fe2O3 with no special shape was decorated by a multi-layer coating of oxygen-deficient TiO2-x and conducting polymer PEDOT (poly 3,4-ethylenedioxythiophene). A facile sol-gel method followed by an EDOT polymerization process was adopted to synthesize the hierarchical coating composite. The microstructure and phase composition were characterized using an X-ray diffraction analysis (XRD), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). In particular, the existence state of PEDOT was determined using Fourier transform infrared (FT-IR) and a thermogravimetric (TG) analysis. The characterization results indicated the dual phase was well-coated on the Fe2O3 and its thickness was nano scale. Electrochemical characterization indicated that the multi-layer coating was helpful for significantly enhancing the cycle stability of the Fe2O3, and its electrochemical performance was even better than that of the single-layer coating samples. The synergistic effects of the ceramic phase and conducting polymer were demonstrated to be useful for improving electrochemical properties. The obtained FTP-24 sample exhibited a specific discharge capacity of 588.9 mAh/g after 360 cycles at a current density of 100 mA/g, which effectively improved the intrinsic cycling performance of the Fe2O3, with a corresponding discharge capacity of 50 mAh/g after 30 cycles.",Fe2O3,"588.9 mAh/g, 50 mAh/g",100 mA/g,N/A,360
150,doc_150,"Cation-doping and oxygen vacancy (Vo) engineering are powerful strategies to address the low conductivity, sluggish ion kinetics and short cycling life facing in metal oxide. Herein, a series of Cu-doped WO3 with Vo was prepared via a facile hydrothermal method. The results show the ratio of Cu/W plays an important role in morphology regulation and the corresponding electrochemical performance. When the molar ratio of Cu/W is 0.3, the sea urchin-like structured WCu0.3 could be achieved. In this architecture, nanowire is propitious to furnish plentiful transmission channels, paving the way to high rate capability. The sea urchin-like structure with large surface area and rich mesoporous can accommodate the strain during repeat lithiation/delithiation processes, giving rise to high capacity and superior cycling durability. Additionally, the Vo induced by Cu-doping is favorable to the enhancement of conductivity. These combined merits endow WCu0.3 with impressive 1st discharge capacity (1585 mAh g(-1) at 0.1 A g(-1)), good rate capability (621.2 mAh g(-1) at 0.1 A g(-1) and 520.2 mAh g(-1) at 0.5 A g(-1)) and cycle performance (796.3 mAh g(-1) over 300 cycles under 0.5 A g(-1)). Our work provides a simple approach to optimize metal oxide's lithium storage performance via Vo regulation by cation-doping.",WCu0.3,"1585 mAh g(-1), 796.3 mAh g(-1)","0.1 A g(-1), 0.5 A g(-1)",N/A,300
151,doc_151,"Dual-phasic (DP)-TiO2-based composites are considered attractive anode materials for high lithium-ion storage because of the synergetic contribution from dual-phases in lithium-ion storage. However, a comprehensive investigation on more efficient architectures and platforms is necessary to develop lithium-storage devices with high-rate capability and long-term stability. Herein, for the first time, a rationally designed bronze-rich DP-TiO2-embedded amorphous carbon nanoarchitecture, denoted as DP-TiO2@C, from sacrificial Ti-metal-organic frameworks (Ti-MOFs) via a two-step pyrolysis process is proposed. The bronze/anatase DP-TiO2@C nanocomposites are successfully synthesized using a unique pyrolysis process, which decomposes individually the metal clusters and organic linkers of Ti-MOFs. DP-TiO2@C exhibits a significantly high density and even distribution of nanoparticles (<5 nm), enabling the formation of numerous heterointerfaces. Remarkably, the bronze-rich DP-TiO2@C shows high specific capacities of 638 and 194 mAh g(-1) at current densities of 0.1 and 5 A g(-1), respectively, owing to the contribution of the synergetic interfacial structure. In addition, reversible specific capacities are observed at a high rate (5 A g(-1)) during 6000 cycles. Thus, this study presents a new approach for the synthesis of DP-TiO2@C nanocomposites from a sacrificial Ti-MOF and provides insights into the efficient control of the volume ratio in DP-TiO2 anode architecture.",DP-TiO2-embedded amorphous carbon nanoarchitecture,N/A,N/A,N/A,N/A
152,doc_152,"alpha-Fe2O3 as one of the most promising anode materials of lithium-ion batteries (LIBs) has many advantages including a high theoretical specific capacity, high operating potentials offering high safety, low synthetic cost, and environmental friendliness. However, Fe2O3 suffers from rapid capacity fading caused by the huge volume change during charging and discharging processes. TiO2 as an anode of LIBs has excellent structural stability. In the work, alpha-Fe2O3/TiO2 composite has been synthesized via a one-pot solvothermal method. The combination of the two materials can produce complementary effects to make the composite have high specific capacities and good cycling performance. The TiO2 can buffer the large volume variation of Fe2O3 during cycling and prevent the Fe2O3 particles from pulverization and aggregation. In addition, the effects of the solvothermal reaction time and the TiO2 content on the physical and electrochemical performance have been researched in detail. The alpha-Fe2O3/TiO2-24-0.5 anode with the solvothermal reaction time of 24 h and the TiO2 content of 22 wt% shows the best electrochemical performance. 711.2 mAh/g is obtained at 0.1 A/g for the sample. Cycling for 200 cycles, 510.7 and 450.1 mAh/g are obtained at 0.5 and 1 A/g, respectively. Moreover, alpha-Fe2O3/TiO2-24-0.5 as the anode is applied in the LiNi0.5Mn1.5O4//alpha-Fe2O3/TiO2-24-0.5 full cell, which can deliver 718.7 mAh/g at 0.5C in 1.7-4.6 V. The full cell can power different color light-emitting diode (LED) bulbs and light strings. This study presents the successful utilization of alpha-Fe2O3/TiO2 in the full cells for the first time, showing the potential applications of the composite.",alpha-Fe2O3/TiO2,"711.2 mAh/g, 510.7 mAh/g, 450.1 mAh/g","0.1 A/g, 0.5 A/g, 1 A/g",1.7-4.6 V,200
153,doc_153,"Titanium dioxide (TiO2) is a promising anode with long-term cyclability and low cost for potassium-ion batteries (PIBs), while its potential application is limited by the low electron/ion conductivity and lack of understanding of K+ ion storage behavior. In this work, a carbon-decorated flower-like TiO2 nanosphere composed of ultrathin nanosheets (denoted as TO/C) was simply synthesized in a one-step process. The desirable structure features of hierarchical flower-like TiO2 and the conductive carbon coating make TO/C a high-performance PIB anode with high specific capacity (172.1 mAh g-1 at 0.1C) and superior durability (100 mAh g-1 at 1C even after 2300 cycles). The K+ storage behaviors were deeply analyzed by the multiple electrochemical characterizations and theoretical calculations. It is revealed that the stable SEI film and the sufficient phase transition in the first discharge process contribute greatly to the stable K+ intercalation/deintercalation within the TO in the subsequent cycles, and the anatase phase is a more suitable anode material than bronze for PIBs. This work provides a structure design strategy for high-performance PIBs anode and may further push the PIBs toward practical application.",PIB anode,172.1 mAh g-1,"0.1, 1",N/A,2300
