,abstract_id,abstract,Cathode,Capacity,C-rate,Voltage,Cycle number
411,doc_411,"Using a urea-assisted precipitation method, we synthesized CoAl-layered double hydroxide (LDH) nanosheets that were uniformly aligned perpendicular to the surface of the silicon wafer. Then, a carbon nanocomposite consisting of vertically aligned carbon nanotubes (VACNTs) and graphene nanoflakes (GNFs) was prepared by plasma-enhanced chemical vapor deposition (PECVD) using LDH as the catalyst precursor. After heat treatment, LDH formed a layered double oxide (LDO). The VACNTs were attached to both sides of the LDO nanosheets, while GNFs were uniformly distributed on the VACNTs' surface. Next, the three-dimensional (3D) GNF/VACNT-LDO material was used as a conductive agent for the LiFePO4 cathode with a practical commercialized state-of-the-art cathode recipe of lithium-ion batteries. The results showed that the cathode had a high specific capacity and excellent cycling stability. The discharge specific capacity was as high as 168.6 mAh g-1 at a current rate of 0.2 C. Amazingly, when the current rate was increased to 10 C, the discharge capacity reached 105.3 mAh g-1, which was much higher than that with the conventional conductive agent Super P (65.1 mAh g-1). After 500 cycles at 0.5 C current density, the discharge specific capacity was still 118.2 mAh g-1, with a capacity retention rate of 72.7% and an average capacity loss of only 0.089 mAh g-1 per cycle. The excellent rate performance and cycling stability of the LFP cathode are largely attributed to the GNF/VACNT-LDO. The unique 3D conductive network constructed by GNF/VACNT-LDO can greatly increase the electron transport rate and accelerate the shuttling of Li+ between the electrolyte and the electrode material.",LFP,national conductive agent Super P (65.1 mAh g-1),0.5 C current density,N/A,500
412,doc_412,"The quasi-solid electrolyte based on Poly(vinylidene fluoride-co-hexafluoropropylene) has drawn great interest owing to good wettability and compatibility with lithium metal anode. However, the low ionic conductivity and lithium-ion transfer number limit the practical application of Poly(vinylidene fluoride-co-hexafluoropropylene). Herein, quasi-solid electrolyte is prepared by adding NASICON-type lithium-ion conductor Li1.3Al0.3Ti1.7(PO4)(3) to Poly(vinylidene fluoride-co-hexafluoropropylene). The Li1.3Al0.3Ti1.7(PO4)(3) not only reduces the crystallinity of the polymer, but also participates in the conduction process of Li+. Through the synergistic effect of Li1.3Al0.3Ti1.7(PO4)(3) and Poly(vinylidene fluoride-co-hexafluoropropylene), the quasi-solid polymer electrolyte has a high ionic conductivity (3.64 x 10(-3 )S cm(-1)) at room temperature and large lithium-ion transfer number (0.64). The symmetric cell exhibits a small overpotential (18 mV) as well as a stable cycle (3000 h) at 0.2 mA cm(-2 )with areal capacity of 0.2 mAh cm(-2 ). The full cell with LiFePO4 cathode keeps a discharge capacity of 143.4 mAh g(-1) after 600 cycles with capacity retention of 94.7%, and also performs good electrochemical performance with high voltage cathode (LiNi0.85Mn0.1Co0.05O2). Furthermore, the pouch cell assembled by quasi -solid polymer electrolyte have good flexibility, which can be used normally after folding and shearing. Our work supplies a feasible solution for the design of quasi-solid lithium metal batteries.",LiFePO4,143.4 mAh g(-1),N/A,N/A,600
413,doc_413,"SnOx is an attractive anode material for lithium-ion batteries (LIBs) with high-energy density. However, large volume variation during lithiation/delithiation leads to its rapid capacity decay. Simultaneously, a low initial coulombic efficiency (ICE) also severely limits its commercial application. Therefore, carbon coated SnOx (SnOx@C) with adjustable composition and coating thickness was firstly prepared to improve cycling stability through a phenolic resin condensation polymerization-pyrolysis method. The as-prepared SnOx@C anode exhibited the best electrochemical performance with a capacity retention of 94.1% after 300 cycles at 1 A g(-1). To overcome the large irreversible capacity loss during the first cycle, SnOx@C plates were immersed in the lithium-4,4 '-dimethylbiphenyl reagent for different periods of time, and the ICE of SnOx@C was increased from 64.3% to 224.86% for 20 min of immersion. The full-cell based on the SnOx@C anode and commercial LiFePO4 cathode not only presented good cycling stability with a high capacity of 98.05 mAh g(-1) at 2C after 80 cycles but also showed satisfactory rate performance.",LiFePO4,N/A,2C,N/A,80
414,doc_414,"Olivine-type FePO4 garner significant research interest due to its remarkable sodium storage capacity of 177.70 mAh g(-1) and an appropriate discharge voltage of 2.8 V. However, existing synthesis methods often require complex processes or toxic raw materials, which hinder its further development. Additionally, significant voltage hysteresis, resulting from volume mismatches during phase transitions in the Na+ insertion/extraction process, decreases discharge voltage and energy density. To overcome these issues, this study utilizes an environmentally friendly and cost-effective aqueous ion exchange method, incorporating a small amount of Mg2+. The volume effect caused by doping and the stabilizing effect of Mg-O bonds alleviate the voltage hysteresis phenomenon. Kinetic analysis reveals that Mg doping widens Na+ transport channels, with Fe0.97Mg0.03PO4/C exhibiting the highest Na+ diffusion. Furthermore, DFT analysis uncovers changes in the band gap and electrostatic field around the MO6 octahedra, elucidating the improved conductivity and Na+ kinetic. Fe0.97Mg0.03PO4/C demonstrates a satisfactory initial capacity (170.54 mAh g(-1) at 0.2 C) and excellent rate performance (80.60 mAh g(-1) at 5 C), maintaining a specific capacity of 86.39 mAh g(-1) after 300 cycles at a 2 C rate. This study approaches from a new direction and presents a novel strategy for advancing the synthesis and modification of high-performance FePO4/NaFePO4.",Olivine-type FePO4,"170.54 mAh g(-1), 80.60 mAh g(-1) (rate performance)","0.2 C, 5 C, 2 C",2.8 V,300
415,doc_415,"Solid-state lithium batteries (SSLBs) using polymer electrolytes have attracted increasing attention owing to their intrinsic flexibility and high energy density. However, due to the lack of permeability like liquid electrolytes, polymer electrolytes equipped with high-loading electrodes are usually limited by the high polarization and rapid capacity decay. Herein, an elasticity-rigidity balanced polymer electrolyte (ERBE) was designed by the insitu crosslinking polymerization, where poly(ethylene glycol) diacrylate (PEGDA) works as crosslinking elasticity agents, poly(vinylidene carbonate) (PVC) acts as main structure support. Benefiting from the structural design, ERBE electrolyte features high compression strength of 96.1 MPa and volume compression ratio up to 73.9 %. The ERBE also exhibits room-temperature ionic conductivity of 2.31 x 10-4 S cm-1 and high Li-ions transfer number of 0.69. The LiFePO4||Li cells equipped with ERBE electrolyte can maintain over 3000 cycles with 70.1 % capacity retention at 1 C and 25 degrees C. Even at the cathode mass loading up to 78 mg cm- 2, it can deliver a high discharge capacity of 11.98 mAh cm- 2 at 25 degrees C. Such an integrated in-situ polymer electrolyte provides strong support for solving the problems of rigidity or elasticity insufficiency and dendrite growth, and holds promising applications in wide-temperature, high-energy-density solid-state batteries.",N/A,11.98 mAh cm-2,"1, 2",N/A,over 3000
416,doc_416,"LiMnxFe1-xPO4/C x Fe 1-x PO 4 /C is considered a promising next-generation cathode material with significant commercial potential, inheriting the safety of LiFePO4 4 while offering higher energy densities. However, the extremely low conductivity and the Jahn-Teller effect induced by Mn3+ 3 + limit its practical capacity and rate performance. Effective modifications can be achieved through particle nanonization and uniform carbon coating. Here, we synthesized microspherical LiMn0.6Fe0.4PO4/C 0.6 Fe 0.4 PO 4 /C cathode materials using a hydrothermal method combined with spray drying carbon coating. The cathode material exhibits a microsphere structure composed of aggregated nanorods with a uniform 3 nm carbon coating, showing good dispersibility, small specific surface area and high tap density. In-situ diffraction analysis showed that expanding the single-phase solid solution region during (de) lithiation can reduce the energy barrier for electron transport, improve the kinetics of the (dis)charge process, and enhance both cycling and rate performance. The initial capacity at 0.1C can reach 155 mAh/g, and the capacity remains at 133.5 mAh/g with a retention rate of 97.1 % after 300 cycles. The synergistic effect of particle nanonization and uniform carbon coating endows the LiMnxFe1-xPO4/C x Fe 1-x PO 4 /C material with excellent electrochemical performance.",LiMnxFe1-xPO4/C x Fe 1-x PO 4 /C,"155 mAh/g (initial), 133.5 mAh/g (retained)","0.1C, N/A (rate performance)",N/A,300
417,doc_417,"Lithium dendrites pose a major hurdle for enhancing the energy density of lithium metal batteries, and the artificial solid electrolyte interface layer offers a potential solution. In this work, a cost-effective and environmentally friendly guar gum film is applied to the artificial protective layer. The guar gum artificial solid electrolyte interface (SEI) layer formed naturally, enriched with -OH and -AOA- groups, displayed exceptional electrochemical stability, and achieved an impressively high transference number of 0.88 for lithium-ion movement. In symmetric cells, the Li@GG-Cu anode displays remarkable cycling performance even during extended periods. This is evidenced by its ability to maintain a surface capacity of approximately 850 h (1 mA cm-2, 1 mAh cm-2). In addition, when utilizing a complete cell setup comprising a LiFPO4 cathode (weighing 1.5 mg cm-2) and anode coated with a guar gum film, the capacity retention of an impressive 96.2% showcases outstanding preservation of battery performance over time even after 700 cycles. This performance surpasses that of a lithium foil electrode (87.1%) and a copper anode with lithium deposition (0%). Our work exhibits a promising material for a novel configuration of artificial SEI, effectively stabilizing lithium metal anode. The Li@GG-Cu electrodes have good cycling performance in LiFePO4 batteries.image",LiFPO4,N/A,N/A,N/A,extended periods
418,doc_418,"High-capacity lithium metal batteries have attracted wide attention as the next-generation energy storage systems. However, lithium dendrite caused by uneven deposition is a primary obstacle that hinders practical application of lithium metal batteries. In this work, fluoride perovskite with 3D octahedron framework, is first utilized as artificial solid electrolyte interface (SEI) to induce uniform lithium deposition for air-stable and dendrite-free lithium metal anode. The stable perovskite KNiF3 protective layer separates lithium metal from air and electrolyte, not only increases the stability of Li metal electrode, but also improves the interface contact and Li ion conduction. As evidenced theoretically and experimentally, lithium ions can migrate through the space in 3D cubic framework of perovskite with a low energy barrier, achieving fast ions migration and homogeneous deposition. The symmetric cells protected by KNiF3 SEI deliver stable cycling over 3000 h at a high capacity of 4 mAh cm(-2). Coupled with commercial LiFePO4 cathodes (LFP, 13.3 mg cm(-2)), LFP||Li-KNiF3 batteries show promoted cycling stability and rate capability, much better than the bare Li. This work uncovers the transport mechanism of Li+ within KNiF3 SEI, and provides an avenue to air-stable and dendrite-free lithium metal anodes.",LFP,4 mAh cm(-2),N/A,N/A,3000 h
419,doc_419,"With the rapid increase in the usage of lithium ion batteries, recovering Li2CO3 from LiFePO4 black powder has become an issue of public concern. Nowadays, the widely used acid leaching technology has some obvious disadvantages, such as complex recovery process, serious equipment corrosion and unavoidable secondary pollution. In this work, a novel acid-free leaching route of recovering Li2CO3 and FePO4 from LiFePO4 black powder is proposed. This novel route does not include inorganic or organic acid leaching, complex pH adjustment and wastewater treatment processes. After optimizing the technological conditions, Li2CO3 and FePO4 with high purity are recovered with high recovery rate of over 96%. Then, the recovered Li2CO3 and FePO4 are used as iron and lithium sources to regenerate LiFePO4 and the electrochemical performances are compared in detail. When the molar ratio of Li2CO3:FePO4:C6H12O6 (glucose) is 1.03:2:0.35, the regenerated LiFePO4 (R-LFP-0.35) cathode displays the optimal electrochemical performance with the discharge capacity of 163.9 mAh g-1 at 0.1 C, 120 mAh g-1 at 4 C and excellent capacity retention ratio of 98.0% after 100 cycles at 0.2 C. This work provides a new green and environmentally friendly strategy for the recycling of LiFePO4 black powder.",LiFePO4,"163.9 mAh g-1, 120 mAh g-1","0.1 C, 4 C, 0.2 C",N/A,100 cycles
420,doc_420,"Ionic covalent organic frameworks (iCOFs) are crystalline materials with stable porous structures. They hold great potential for ion transport, particularly as solid-state electrolytes (SSEs) for all-solid-state lithium metal batteries (ASSLMBs). However, achieving an ionic conductivity of over 10(-3) S cm(-1) at room temperature using pure-iCOF-based SSEs, even adding additives such as lithium salts, is challenging as the voids work as strong resistances. Thus, highly conductive iCOFs typically require quasi-solid-state configurations with organic solvents or plasticizers. In this study, composites comprising iCOFs and poly(ionic liquid) (PIL) are prepared to make all-solid-state iCOFs electrolytes with an exceptional ionic conductivity up to 1.50 x 10(-3) S cm(-1) and a high Li+ transference number of > 0.80 at room temperature. Combined experimental and computational studies show that the co-coordination and competitive coordination mechanism established between the PIL, lithium bis(trifluoromethanesulfonyl)imide (LiTFSI), and iCOFs enabled rapid Li+ transport while restricting TFSI- movement. ASSLMB cells, made of composite SSEs and LiFePO4 composite cathode, demonstrate an initial discharge capacity of 141.5 mAh g(-1) at 1C and r.t., with an impressive capacity retention of 87% up to 800 cycles. Overall, this work presents a breakthrough approach for developing advanced SSEs for next-generation high-energy-density ASSLMBs.",LiFePO4 composite cathode,141.5 mAh g(-1),1C,N/A,800
421,doc_421,"LiFePO4(LFP)/Ti3AlC(2)(MXene) composites were prepared and then made into ink. Then LFP/MXene cathode was obtained by inkjet printing method. The effects of MXene content on the electrochemical performance of LFP were studied by adjusting the addition ratio of MXene to 2wt%, 3wt%, 4wt%, 5wt%, 6wt%. The results show that with the increase of MXene content, the electrochemical performance increases and then decreases. The optimal performance is obtained when the MXene addition ratio is 4wt%, at which the capacity increases to 181.2 mAh.g(-1), and the Coulombic efficiency is 99.4% after 100 cycles. The reasons are that the MXene materials have an accordion layered structure so that the contact sites of lithium iron phosphate increases, and MXene materials have more functional group structure than graphene materials, which contributes to the electrochemical performance improvement of LFP. However, if excess MXene is added, agglomeration will occur which will affect its electrochemical performance.",LFP/MXene,181.2 mAh.g(-1),N/A,N/A,100
422,doc_422,"Solid-state electrolytes (SSEs) play a crucial role in developing lithium metal batteries (LMBs) with high safety and energy density. Exploring SSEs with excellent comprehensive performance is the key to achieving the practical application of LMBs. In this work, the great potential of Li0.95Na0.05FePO4 (LNFP) as an ideal SSE due to its enhanced ionic conductivity and reliable stability in contact with lithium metal anode is demonstrated. Moreover, LNFP-based composite solid electrolytes (CSEs) are prepared to further improve electronic insulation and interface stability. The CSE containing 50 wt% of LNFP (LNFP50) shows high ionic conductivity (3.58 x 10(-4) S cm(-1) at 25 degrees C) and good compatibility with Li metal anode and cathodes. Surprisingly, the LMB of Li|LNFP50|LiFePO4 cell at 0.5 C current density shows good cycling stability (151.5 mAh g(-1) for 500 cycles, 96.5% capacity retention, and 99.3% Coulombic efficiency), and high-energy LMB of Li|LNFP50|Li[Ni0.8Co0.1Mn0.1]O-2 cell maintains 80% capacity retention after 170 cycles, which are better than that with traditional liquid electrolytes (LEs). This investigation offers a new approach to commercializing SSEs with excellent comprehensive performance for high-performance LMBs.",Li[Ni0.8Co0.1Mn0.1]O-2,151.5 mAh g(-1),0.5 C,N/A,500
423,doc_423,"High resistance at the solid-solid interface has been one of the main challenges to the solid-state lithium metal batteries. The quasi-solid-state lithium batteries with a small amount of liquid electrolyte can effectively reduce the solid-solid interface resistance. By constructing three-dimensional continuous Li+ transmission channels through the cathode as well as the solid-state electrolyte membrane, the electrochemical Li-storage performances of the batteries could be guaranteed while reducing the dependence on the liquid electrolyte. In this work, zwitterionic sulfonate betaine (SB) was chemically grafted onto the surfaces of both polyvinylidene fluoride hexafluoropropylene (PVDF-HFP) and Li6.75La3Zr1.75Ta0.25O12 (LLZTO) and combined together with lithium trifluoromethanesulfonimide (LiTFSI) for a composite solid-state electrolyte material which was designed to act as both the solid-state electrolyte membrane and the ion-conductive binder in the cathode. Desirably, when the quantity of the liquid electrolyte was minimized as 7.5 mu L, Li//LiFePO4 full battery delivered a specific capacity of 145.3 mAh/g with the capacity retention of 95.4 % after 200 cycles. Furthermore, the minimum amount of the liquid electrolyte was further reduced to 5 mu L when the binder's content in the LiFePO4 cathode increased from 10 % to 15 %, indicating lower dependence on the liquid electrolyte and the contributions of the ion-conductive binder phase in the cathode.",LiFePO4,145.3 mAh/g,N/A,N/A,200
424,doc_424,"Suffering from critical instability of lithium (Li) anode, the most commercial electrolytes, carbonate-ester electrolytes, have been restrictedly used in high-energy Li metal batteries (LMBs) despite of their broad implementation in lithium-ion batteries. Here, abundant, natural corn protein, zein, is exploited as a novel additive to stabilize Li anode and effectively prolong the cycling life of LMBs based on carbonate-ester electrolyte. It is discovered that the denatured zein is involved in the formation of solid electrolyte interphase (SEI), guides Li+ deposition and repairs the cracked SEI. In specific, the zein-rich SEI benefits the anion immobilization, enabling uniform Li+ deposition to diminish dendrite growth; the preferential zein-Li reaction effectively repairs the cracked SEI, protecting Li from parasite reactions. The resulting symmetrical Li cell exhibits a prolonged cycling life to over 350 h from < 200 h for pristine cell at 1 mA cm-2 with a capacity of 1 mAh cm(-2). Paired with LiFePO4 cathode, zein additive markedly improves the electrochemical performance including a higher capacity of 130.1 mAh g(-1) and a higher capacity retention of similar to 80 % after 200 cycles at 1 C. This study demonstrates a natural protein to be an effective additive for the most commercial electrolytes for advancing performance of LMBs.",LiFePO4,130.1 mAh g(-1),1 C,N/A,200
425,doc_425,"The notorious growth of lithium (Li) dendrites and the instability of the solid electrolyte interface (SEI) during cycling make Li metal anodes unsuitable for use in commercial Li-ion batteries. Herein, the use of simple sugar coating (alpha-D-glucose) is demonstrated on top of Li metal to halt the growth of Li dendrites and stabilize the SEI. The alpha-D-glucose layer possesses high surface and adhesive energies toward Li, which promote the homogenous stripping and plating of Li ions on top of the Li metal. Density functional theory reveals that Li-ion diffusion within the alpha-D-glucose layer is governed by hopping around the bare sides of the O atoms and along the apparent passages formed by the glucose molecules. Stable cycling performance is achieved when combining alpha-D-glucose-coated Li (G vertical bar Li) anodes with sulfur- and LiFePO4-based cathodes in both LiTFSI (ether) and LiPF6 (carbonate) electrolyte systems. A G vertical bar Li-based symmetrical cell operates at a current density of 1 mA cm(-2) and areal capacity of 1 mAh cm(-2) displays a stable overpotential profile for over 9 months (7000 h) of continuous charge/discharge cycling.",Sulfur- and LiFePO4-based,N/A,1 mA cm(-2),N/A,7000 hours (9 months)
426,doc_426,"In this study, we successfully synthesized a novel LiCoPO 4 (LCP) nanosheet cathode materials with nitrogen and fluorine co -doped carbon layer (LCP/C -NF) using a solvothermal method and carbonization process in multiple carbon sources including sucrose, polyvinylidene fluoride (PVDF), and cetyltrimethylammonium bromide (CTAB). The LCP nanosheets possess a high exposure of (010) crystal planes which shortens the Li + transport path. The N and F co -doped carbon coating layer had more defects and facilitates the formation of Co -N and Co -F bonds at the interface between the carbon coating and LCP, resulting in improved interface stability and suppressed Co element dissolution. LCP/C -NF exhibits excellent discharge capacity of 126.69 mAh g +1 at a current rate of 1 C, with a capacity retention of 98.99% after 200 cycles and 64.94% after 1000 cycles. At a high current density of 10 C, the initial specific capacity is 112.1 mAh g +1 , with a capacity retention of 53.32% after 500 cycles. Additionally, this material maintains high electrochemical activity even at low temperatures of 0 and -15 degrees C. The N and F co -doped carbon coating method has a strategic significance in the industrial application of high voltage Olivine -type lithium cobalt phosphate cathode materials.",N/A,"112.1 mAh g +1, 126.69 mAh g +1","1 C, 10 C",N/A,"500, 200, 1000"
427,doc_427,"In our research, we apply electrophoretic deposition (EPD) using AC voltage to investigate how high-C-rate electrochemical reactions affect pseudocapacitive charge storage in lithium iron phosphate (LFP) Li-ion batteries. This method significantly raises the battery's specific capacity, achieving similar to 90 mAh/g at a 1 C-rate, along with outstanding cycle stability. Although we observe some capacity reduction over numerous cycles, there is a notable increase in the pseudocapacitive contribution to the battery's charge storage. This is demonstrated by the consistent peak positions and currents during CV and a stable diffusion constant maintained at 9.6 x 10(-9) cm(2)center dot s(-1). These findings highlight the battery's durability, especially in high-demand scenarios. After an extended cycling period of similar to 500 cycles, the redox peaks related to the Fe2+/Fe3+ redox processes remain unchanged in terms of magnitude and position, indicating the battery's excellent reversibility.",N/A,90 mAh/g,1 C-rate,N/A,similar to 500 cycles
428,doc_428,"Introducing inorganic fillers into organic poly(ethylene oxide)(PEO)-based electrolyte has attracted substantial attention to enhance its ionic conductivity and mechanical strength, but limited inorganic-organic interphases are always caused by isolated particles agglomeration. Herein, a variety of sandwich structured metal oxide/reduced graphene oxide(rGO)/metal oxide nanocomposites to optimize lithium-ion conduction by interconnected amorphous organic-inorganic interphases in lithium metal batteries, are proposed. With the support of high surface area rGO, the agglomeration of metal oxide particles is precluded, forming continuous amorphous organic-inorganic interphases with stacked layer-by-layer structure, thus creating 3D interconnected lithium-ion transportation channels vertically and laterally. Besides, metal oxide nanoparticles with hydroxyls possess high affinity toward bis(tri-fluoromethanesulfonyl)imide anions by hydrogen bindings between hydroxyls and fluorine and metal-oxygen bonds, releasing more free lithium ions. Consequently, PEO-ZnO/rGO/ZnO electrolyte delivers superior ionic conductivity of 1.02 x 10(-4) S cm(-1) at 25 degrees C and lithium-ion transference number of 0.38 at 60 degrees C. Furthermore, ZnO/rGO/ZnO insertion promotes the formation of LiF-rich stable solid electrolyte interface, endowing Li symmetric cells with long-term cycling stability over 900 hours. The corresponding LiFePO4 cathode possesses a high reversible specific capacity of 130 mAh g(-1) at 0.5C after cycling 300 cycles with a poor capacity fading of 0.05% per cycle.",LiFePO4,130 mAh g(-1),0.5C,N/A,300
429,doc_429,"All-solid-state lithium metal batteries have reshaped emerging safe battery technologies. However, their low metal ion transport and unstable electrode electrolyte interface make their mass production a huge question. To bridge the emerging solid state and traditional liquid electrolytes, we focus on Quasi-Composite Polymer electrolytes (QCPE). Herein, we develop QCPE with active 3D alumino-silicate zeolitic ion conduction pathways embedded in a polymer matrix using two techniques- solution casting and electrospinning. Electrospun QCPE outperforms Solution cast QCPE by achieving high amorphous behavior. Prompt elimination of solvent during electrospinning decreases bulk resistance and increases its ionic conductivity. The Zeolitic pathway anchored by hydroxyl groups of PVA polymer acts as a highway for Li+ ions. It exhibits highly stable platting stripping vs Li+/Li for 450 hours with low overpotential, confirming the interfacial compatibility and dendrite-free cycling at lithium metal anode. Controlled lithium-ion nucleation regulated by evenly distributed zeolitic pathway is an interesting front of this work. To test QCPE's performance in Lithium metal battery (LMB), the electrospun QCPE is used to fabricate LMB with LiFePO4 cathode. This battery system delivered a high capacity of 155 mAh g-1 at 0.1 C. In addition to the high performance, electrospun QCPE production is scalable at an industrial scale.",LiFePO4,155 mAh g-1,0.1 C,N/A,N/A
430,doc_430,"The extraction of iron from ferrous sulfate, a byproduct of titanium dioxide production, for use in lithium iron phosphate (LiFePO4) electrodes not only presents an economic value but also mitigates the environmental burden of solid waste disposal. A key challenge lies in the effect of impurities in the titanium white waste, potentially impairing the electrochemical performance of lithium iron phosphate electrodes. This paper, based on the modulation of the impurity purification process and the first-principles theory of calculations (first-principles calculations), introduces a green, economical recycling route for the synthesised, self-doped lithium iron phosphate materials. Specifically, LiFe0.94Ti0.06PO4 exhibits a discharge specific capacity of 136.6 mAh/g at 1C, while LiFe0.9Mn0.1PO4 exhibits excellent cycling performance, maintaining 92.7 % capacity retention after 500 cycles. This work provides a new method for the preparation of battery materials using iron resources from waste ferrous sulphate, and a new idea for recycling waste materials in the titanium field.",Lithium iron phosphate,136.6 mAh/g (1C),1C,N/A,500
431,doc_431,"Solid polymer electrolytes suffer from relatively low Li+ conductivity, poor mechanical strength and interfacial incompatibility with electrodes, which hinder their further application in solid-state batteries. In this work, one -dimension (1D) wollastonite fillers are introduced into the solid polymer electrolyte, which not only contribute to the improved mechanical strength and electrochemical window, but also effectively inhibit polymer crys-tallization. More importantly, the abundant Lewis sites at wollastonite surface provide 1D ion pathway to boost ion transport in the electrolyte, achieving high ionic conductivity and Li+ transfer number. Owing to these favorable properties, the as-prepared polymer electrolyte exhibits enhanced interfacial stability toward Li anode, enabling long-term cycling in a Li-Li symmetric cell without short circuit. Showing good interfacial compatibility with both LiFePO4 and LiCoO2 cathode materials, the modified polymer electrolyte delivers high rate capability (143 mAh g-1 at 5C) and stable cycling performance (capacity retention of 93.12% after 380 cycles) in full cells. Through regulating the interfacial interactions between polymer matrix and fillers, this work points out a new direction towards high-performance all-solid-state batteries.","LiFePO4, LiCoO2",N/A,5C,N/A,380
432,doc_432,"The interphase formed between solid polymer electrolyte (SPE) and highly reductive lithium metal largely de-termines the overall performance of the battery. Although various types of nanoparticles have been continuously employed as fillers to achieve a stable interphase for long cycling performance, the irregular growth of lithium dendrites cannot be completely suppressed due to uneven lithium deposition. Herein, a new type of zwitter-ion modified metal-organic framework (NH3+center dot SO3-@ZIFs) is prepared as a modifier for PEO-LiTFSI. Due to the unique ionic structure of NH3+center dot SO3--@ZIFs, the formed electrostatic interaction could inhibit the movement of TFSI-, enhance the ion migration number. More importantly, TOF-SIMS effectively confirms the formation of Li+ -conductive LiF-rich SEI due to the catalytic effect of NH3+center dot SO3-@ZIFs, which could homogenize the lithium flux, inhibit the growth of Li dendrite. Results show that the PEO-NH3+center dot SO3- @ZIFs exhibits high ion migration number (tLi+ = 0.78). The Li/Li symmetric cells equipped NH3+center dot SO3-@ZIFs SPE can be stably operated for more than 4600 h at 60 C-? while the full cell with LiFePO4 cathode also enables long-term stability over 1200 cycles with capacity stabilizing at around 103 mAh g(-1), demonstrating the great potential of this kind of SPEs for preparing high-performance LMBs.",LiFePO4,103 mAh g(-1),N/A,N/A,1200
433,doc_433,"Lithium ion batteries (LIBs) have swept the whole energy storage field. However, the current mainstream lithium batteries are difficult to operate stably at high temperature (> 60?) due to the decomposition of electrolyte and solid electrolyte interphase (SEI), the cathode metal elements dissolution behavior, and potential thermal runaway. Here, We report a double-salt electrolyte with lithium bis(fluorosulfonyl)imide (LiFSI) and lithium difluoro(oxalato)borate (LiDFOB) as electrolyte salt, fluoroethylene carbonate (FEC), and tetra(ethylene glycol) dimethyl ether (TEGDME) as cosolvent, which delivers excellent ionic conductivity, high electrochemical stability and satisfactory ability to impede the dissolution of Fe element under elevated temperature (70?). In addition, the electrolyte is benefited to form a robust and thermal-resistance solid-electrolyte interface (SEI) layer on the surface of graphite (Gr) anode, which shows improved decomposition temperature (86?). The assembled thermally stable and high-safety 1300 mAh 18650-type LiFePO4|Gr cell shows high Coulombic efficiency (~99.7%), improved cycling stability with discharge capacity 871.1 mAh after 200 cycles at 0.5 C and 70?. This work affords a splendid strategy for address the unstable interface at both cathode and anode for safe high-temperature LIBs.",N/A,N/A,N/A,N/A,N/A
434,doc_434,"Development of delithiation methods with cost-efficiency and highly kinetic effectivity is of great importance for the preparation of diversified intercalation materials, mechanistic study, and lithium extraction from spent lithium-ion batteries. Electrochemical delithiation in aqueous electrolytes is low-cost, straightforward, and fast, but has been plagued by incomplete delithiation. To address this issue, we propose to add oxidation reagents, usually applied in chemical delithation, to traditional aqueous delithiation electrolyte. As a demonstration, herein, a Na2SO4 + Na2S2O8 composite aqueous electrolyte is used to obtain olivine FePO4 from the electrochemical delithiation of LiFePO4, and compared with the similar delithiation in Na2SO4 aqueous electrolyte. The delithiation goes completion in the composite electrolyte 79% faster than that in traditional electrolyte. The resulting olivine FePO4 exhibits integrity in terms of structure and electrochemical properties, with discharge specific capacity of 157.1 mAh g(-1) at 0.1 C, constant voltage plateau of 3.37 V, and 98.8% capacity retention after 100 cycles, all comparable to the LiFePO4 starting material. Mechanistic studies show that Na2S2O8 promotes the electrochemical delithiation by providing acidic and chemically oxidative conditions.",e FePO4,157.1 mAh g(-1),0.1 C,3.37 V,100
435,doc_435,"Economical and high-safety LiMn0.85Fe0.15PO4/C cathode materials have gained significant attention recently due to their theoretical specific energy advantage of 18% compared to LiFePO4. However, their low electronic conductivity and sluggish diffusion kinetics limit the practical applications of LiMn0.85Fe0.15PO4/C. This paper presents a simple solid-state synthesis of porous LMFM0.01P-2C4P, which is doped with Mg and coated with composite carbon. Mg substitution for Mn shortens the transport path of lithium ions while increasing intrinsic conductivity and structural stability. Additionally, a 3D conductive network structure generated by the composite carbon source (citric acid and polyethylene glycol 400) improves the electronic conductivity and effectively minimizes the internal resistance of the battery. LMFM0.01P-2C4P consists of secondary particles aggregated from primary particles smaller than 100 nm, each of which is coated with a uniform carbon layer. The electronic conductivity and lithium-ion diffusion coefficient greatly exceed those of unmodified LMFP-4C, measuring 7.22 x 10(-3) S cm(-1) and similar to 10(-12) cm(2) s(-1), respectively. Electrochemical studies demonstrate that LMFM0.01P-2C4P delivers a superior specific capacity of 152.1 m Ah g(-1) and 124.9 m Ah g(-1) at 0.1C and 1C, respectively, along with a capacity retention of 80.8% after 500 cycles at 1C. However, the initial capacity of LMFP-4C is merely 104.1 mAh g(-1) at 1C, with a capacity retention of only 65.7% after 500 cycles. This work presents a useful way to enhance the conductivity of phosphate cathode materials for lithium/sodium-ion batteries.",Phosphate,"104.1 mAh g(-1), 152.1 m Ah g(-1), 124.9 m Ah g(-1)","1C, 0.1C",N/A,500
