,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
147,doc_147,"As one of the most promising battery systems, the lithium sulfur battery is expected to be widely used in fields of high energy density demands. Owing to the unique solid-solid conversion mechanism, there is no shuttle effect for the Li-SPAN (sulfurized polyacrylonitrile) battery. However, the compatibility between Li anode and carbonate electrolyte has not been resolved, which prevents the SPAN from practical applications. Herein, an organic-inorganic gel carbonate electrolyte is proposed to stabilize interphases and structures of both the anode and cathode, where polyimide (PI) is used for electrolyte gelation, which can assist in the uniform distribution of inorganic components at the electrolyte interface. Furthermore, ZnS nanodots loaded on two-dimensional MoS2 flakes provide abundant Li-ion diffusion paths, improve the transfer kinetic of Li ions, and induce uniform nucleation and deposition of Li. This gel electrolyte ensures Li symmetric cells a long-term cycle life of more than 900 h under the condition of deep lithium plating/stripping at 5 mAh cm-1. Li parallel to Cu cells exhibit a prolonged lifespan of 800 h with a CE of 98.3%. Furthermore, the Li-SPAN battery shows stability of more than 850 cycles, with the capacity retention of 85.1%. This work provides an approach for high-energy Li-SPAN batteries with carbonate-based electrolytes.",N/A,N/A,N/A,N/A,more than 850
148,doc_148,"As anode materials for sodium-ion batteries (SIBs), transition metal sulfides (TMSs) have been widely explored due to their low cost, high theoretical capacity and rich redox reactions. However, poor cycling performance and capacity retention limit the application of materials. In this work, multiphase nano Co9S8/CoS encapsulated in N-doped carbon for high capacity SIBs anode is prepared via a facile two-step strategy: precipitation and heat treatment. When applied as anodes for SIBs, mass capacity of 389.2 mAh g(-1) at 0.1 A g(-1) after 60 cycles is obtained, and delivered similar to 300 mAh g(-1) from 2nd to 300th cycle without depravation under 1.0 A g(-1). In addition, according to the calculation of Na+ diffusion kinetics, it is evident that carbon encapsulation not only helps prevent electrolyte erosion but also enhances the DNa+ of the anode material. The high efficient strategy can be applied to synthesis of other multiphase analogues. Based on theoretical investigations, calculations of band gaps and rebuild energies for other TMSs (i.e., Cu7S4/Cu2S, FeS/Fe21.333O32/Fe3O4, MnS2/MnS, Ni3S2/Ni3C and cubic-ZnS/hexagonal-ZnS), as well as analysis of cyclic data, it can be concluded that Co9S8/CoS@NC material exhibits the highest conductivity and cycle stability.",Transition metal sulfides (TMSs),389.2 mAh g(-1),"0.1 A g(-1), 1.0 A g(-1)",N/A,"60, 300"
149,doc_149,"The unfavorable rate capacities and cycling property are insurmountable problems for application of pure MoS2 anode in Li-ion batteries. In this regard, a brief methodology used in the synthesis of AgNWs@MoS2 is discussed. Emphasis is placed on the construction of a nanocomposite anode by which the cycling behavior and rate capability of MoS2 can be improved. As the 1D skeletons of Ag nanowires constitute fast conductive pathways and prevent volume expansion of pure MoS2 as charge/discharge process, enhancing the Li+ diffusion coefficient in electrode. The experimental results reveal interesting examples of AgNWs@MoS2 anode of admirable rate property and promising long-cycling appearance (310 mAh g- 1 at 1 A g- 1 after 1000 cycles). The scope of this research lies in providing a type of excellent anode material in Li-ion batteries.",MoS2,N/A,1 A g-1,N/A,1000
150,doc_150,"The contradiction between limited theoretical capacity of lithium ion batteries (LIBs) and growing energy demand of devices, become increasingly acute. Meanwhile, with the unparalleled theoretical energy density, lithium sulfur batteries (LSBs) have attracted the keen attentions. Nevertheless, its application has been plagued by the shuttle effect of polysulfides. In fact, lots of works have been performed to improve the performances of LIBs or LSBs solely. Of note, few works keep a watchful eye on the thermal safety of these new batteries. Considering these, the material of carbon aerogel microspheres confined with nano-sized CoxSy (CoxSy@CAMs) is designed to tackle the issues in electrochemical property and thermal safety of LIBs and LSBs. When utilized as LIBs anode, the cell delivers a low capacity decay rate of 0.003 % per cycle at 1 A g-1. Also, the maximum temperature rise rate is reduced by 80.4 % while the activation energy for thermal runway (TR) is promoted by 168.4 %. When applied to LSBs, the battery shows a high initial capacity of 1112.1 mAh g-1 at 1C. Compared with Celgard cell, the TR process is markedly delayed. Meanwhile, the maximum temperature rise rate is reduced by 55.1 % while the activation energy for TR is promoted by 112.4 %, implying the impaired thermal hazard. In short, this work can shed a light on the facile design of battery material, simultaneously strengthening the electrochemical performance and thermal safety of battery.",LIBs anode,0.003% per cycle,N/A,N/A,1 A g-1
151,doc_151,"Transition metal dichalcogenides (TMDs) have received extensive attention in energy storage fields due to their advantages, for example, unique stratified structure, high theoretical capacity, and appropriate layer spacing. In this work, four kinds of electrode materials have been favorably synthesized via a sample hydrothermal method. Compared with the pure MoS2 material, adding Se source during the hydrothermal process allows the material to be in-situ doped with an equal amount of Se, resulting in the formation of ternary MoSSe. Furthermore, acid treatment of carbon nanotubes (CNTs) was introduced during the hydrothermal process to obtain MoSSe/CNTs composite materials. The MoSSe particles composed of numerous uniformly soft ultrathin nanosheets were scattered across the surface of acid-treated CNTs to form the 3D-network architecture MoSSe/CNTs. This structure would effectively prevent the lamellar reaggregation of the nanocluster, relieve structural variation during the storage process, and was beneficial for reduced Li+ diffusion barrier, thereby improving the electrochemical performance of lithium-ion batteries (LIBs). Based on these merits, the as-prepared MoSSe/CNTs promises a highly rate capability of 527 mAh g-1 at 5 A g-1 and an ascendant convertible capacity of 1296 mAh g-1 at 0.1 A g-1, outperforming other Mo-based electrodes in our work. This work may provide a little inspiration for developing high-rate and capacity enhancement LIBs anode materials.",MoSSe/CNTs,1296 mAh g-1 (at 0.1 A g-1),5 A g-1,N/A,N/A
152,doc_152,"Molybdenum-based materials, such as MoO2 and MoS2, have gathered significant attention in lithium-ion battery research because of their high theoretical specific capacity. However, their practical use is constrained by inherent low conductivity and structural degradation that occurs in the lithiation/delithiation processes. Herein, uniform core-shell C-MoO2@C-MoS2 microspheres with a diameter of ca. 1.2 mu m were successfully fabricated through synchronous reduction and sulfidation of MoO3, using an economical glucose as carbon resource, co-reductant, and structure directing agents. In-situ XRD analysis reveals the excellent reversibility and structural stability of C-MoO2@C-MoS2 during the charge-discharge cycle. Moreover, the unique core-shell structure also endows C-MoO2@C-MoS2 with a high reversible lithium storage capacity (377 mAh center dot g(-1) after 550 cycles at 0.1 A g(-1), coulombic efficiency >99.5 %), low charge-transfer resistance (52.4 Omega), and a high Li+ diffusion kinetics (DLi+ = 3.89 x 10(-11) cm(2) s(-1)). Notably, C-MoO2@C-MoS2 contributes significantly to the interlayer capacitance, accounting for 69 % at 1.0 mV s(-1). This study offers a novel and straightforward approach for constructing core-shell structured composites with potential applications in new energy technologies.",N/A,377 mAh/g(-1),0.1 A g(-1),N/A,550
153,doc_153,"Transition metal sulfides are promising anode materials for LIBs, but are restricted by poor cycle stability and rate performance. In this study, NiS composites with a hollow sphere structure (NiS/HCS) were synthesized for high-performance LIBs using high-temperature carbonization and hydrothermal methods. This structure combines the high specific capacity of NiS and the conductivity of carbonaceous materials. NiS nanoparticles are uniformly distributed on the carbon sphere surfaces, enhancing active site accessibility, while the carbon hollow spheres' inner cavity reduces volume expansion during cycling. The NiS/HCS electrode delivered an initial specific discharge capacity of 982.9 mAh g- 1 at 0.2 A g- 1 and retained 200.6 mAh g- 1 after 500 cycles. Electrochemical kinetic analysis showed a capacitance contribution increase to 69 % at 1.2 mV s- 1. The hollow carbon sphere improves conductivity and reduces expansion, while NiS nanoparticles enhance electron transport and electrochemical kinetics. This study offers insights and methods for developing transition metal sulfide-based hollow carbon spheres as high performance anode materials, advancing next-generation LIBs with better efficiency, reliability, and stability.",Hollow carbon sphere,982.9 mAh g- 1,0.2 A g- 1,N/A,500
154,doc_154,"This article ingeniously adopts a glucose-assisted hydrothermal method to bridge TiO2 nanotubes and MoS2 nanosheets with a multifunctional carbon layer (C), synthesizing three-dimensional (3D) TiO2@C@MoS2 composites. The multifunctional carbon layer bridges MoS2 nanosheets and TiO2 nanotubes by creating C-S and Ti-O-C chemical bonds, which not only reduces the mechanical stress of the composites during charge/discharge cycling and enhances the structural stability of the composites but also improves the overall conductivity of the composites. Furthermore, the one-dimensional (1D) TiO2 nanotubes act as a reliable skeleton for the growth of MoS2 nanosheets, effectively shortening the transport path for ions/electrons. The MoS2 nanosheets on the surface contribute to an increase in active sites for electrochemical reactions, thus bringing about faster charge transfer within the material. As a result, the overall electrochemical properties of the composites are improved. The prepared TiO2@C@MoS2 composites show up to an initial discharge specific capacity of 881.77 mAh g(-1), sustaining a capacity retention of 81% even after 200 cycles at 0.2 A g(-1). The outstanding specific capacity and impressive cyclic stability are ascribed to the unique synergistic effect of the multifunctional carbon layer bridging TiO2 nanotubes and MoS2 nanosheets. This preparation offers a perspective for the synthesis of other composite materials, broadening the horizons of lithium-ion battery anode research.",N/A,881.77 mAh g(-1),0.2 A g(-1),N/A,200
155,doc_155,"InLi-S batteries, the shuttle effect of polysulfide lithium(LiPS) on the cathode side and the growth of lithium dendrites onthe anode side are two major problems that lead to an insufficientcycle life. Herein, in light of the challenges brought on by the differentchemical environments on both sides of Li-S batteries, a heterostructuredpoly(ethyl acrylate-co-ionic liquid) gel electrolytewith a single-sided electrocatalytic reduced graphene oxide/MoS2 coating (MoS2@rGO-GPE) was developed in orderto assemble a high-performance Li-S battery with a self-supportinggraphene sulfur cathode. In such a device architecture, there is multipositionsuppression of the shuttle effect; that is, the confinement of thegraphene foam, the catalysis of the MoS2 composite, andthe capture of the gel polymer electrolyte. Our results show thatthe ionic conductivity of the heterostructured electrolyte is 1.98mS cm(-1), and the Li ion transference number reaches0.81. The assembled lithium-sulfur battery displays a highinitial discharge capacity of 1027 mAh g(-1) at 0.1C, superior cycle stability (80% capacity retention after 500 cycles),and excellent rate performance. This design strategy provides a valuableroute for the development of high-performance lithium-sulfurbatteries.",N/A,1027 mAh g(-1),0.1C,N/A,500
156,doc_156,"MoS2 has been considered as a potential anode for lithium-ion batteries. Most of the lab-prepared MoS2 anode materials are 2H phase with low intrinsic conductivity. To compensate the intrinsic low conductivity of 2H-MoS2 and its structural instability in cycles, a N-doped carbon-carbon nanotube (NC-CNT) carbon complex is prepared as the basic structure for MoS2 growth, and a 1T/2H-MoS2 heterostructure is fabricated on this structure. On one hand, CNTs create additional pores and connect isolated sheets of the NC, which provides enough inner growth space for MoS2 and maintains the overall electrical conductivity. On the other hand, the double-phase 1T/2H-MoS2 with high content (60%) of the metallic 1T-MoS2 gives a larger layer spacing, higher internal electron conductivity, and more active lithiation and de-lithiation reactions. To serve as anode for lithium-ion batteries, the synthesized 1T/2H-MoS2@NC-CNT has a reversible capacity of 764.99 mAh g(-1) at 200 mA g(-1) and an high-rate capacity of 547.7 mAh g(-1) at 1000 mA g(-1) even after 1000 cycles. By studying the reaction kinetics, impedance and lithiation/delithiation mechanism during electrochemical reactions, it is concluded that 1T/2H-MoS2@NC-CNT obtains declined charge transfer resistance, accelerated diffusion of Li+, improved cyclic stability, and enhanced structure/property reversibility from the carbon complex and the high-content 1T phase MoS2. (C) 2022 Elsevier Ltd. All rights reserved.",MoS2,"764.99 mAh g(-1), 547.7 mAh g(-1)","200 mA g(-1), 1000 mA g(-1)",N/A,1000
157,doc_157,"The metallic phase of molybdenum disulfide (1T-MoS2) shows distinct advantages for lithium storage owing to its superior electronic conductivity, abundance of electroactive sites, and wider interplanar spacing compared to the semiconducting phase (2H-MoS2). However, investigating lithium storage in 1T-MoS2 encounters significant challenges attributed to its thermodynamic instability during synthesis and its transformation to an amorphous structure following the irreversible conversion reaction. This study addresses these challenges by utilizing hierarchical porous activated carbon (HPAC) to achieve the highest reported proportion (85 %) of 1T-MoS2 and by restricting the potential window to induce selective intercalation reaction. Impressively, 1T-MoS2/HPAC anodes exhibit a reversible capacity that surpasses the theoretical capacity (167 mAh/g) at various current densities from 0.1 to 2.0 A/g. This superior performance extends even after 100 cycles, retaining a capacity of 276 mAh/g at 0.1 A/g. The kinetic analysis indicates that the additional capacity originated from non-Faradic lithium storage, reaching 96 % at 5.0 mV/s. Further studies employing ex-situ XRD and in-situ EIS at various lithiation depths unveil the formation of a novel permanent phase after lithiation, characterized by expanded interlayer spacing and improved conductivity compared to the unlithiated material. These findings open promising avenues for developing anode materials for lithium-ion batteries/capacitors applications.",1T-MoS2/HPAC,276 mAh/g,"0.1 A/g, 2.0 A/g",N/A,100
158,doc_158,"Surface engineering at the nanoscale to obtain robust interface between metal oxides and quantum dots is essential for improving the performance and stability of battery materials. Herein, we designed and prepared novel N-doped graphene quantum dot-modified ZnO/NiO anode materials with a well-defined yolk-shell structure for lithium and sodium-ion batteries. NG QDs were assembled on the ZnO/NiO microspheres using three different coupling strategies: solvothermal, direct adsorption and annealing under N2 atmosphere. The presence of NG QDs deposited on the ZnO/NiO hybrids promoted enhanced electrical conductivity, lower chargetransfer resistance and provides more active sites. As a result, NG-ZnO/NiO_s anode obtained by solvothermal route exhibited high reversible delithiation capacity of 912 mAh/g at 18.6 mA g-1 and excellent cycling performance with the average delithiation capacity of 525 mAh/g at 372 mA g-1 over 400 cycles. Moreover, application of the NG-ZnO/NiO_s elecrode in Na-ion batteries revealed decent electrochemical behavior with capacity values reaching 235 mAh/g at 18.6 mA g-1. Importantly, surface properties, morphology and electrochemical behavior of obtained NG-ZnO/NiO hybrids were dependent on the combination route of NG QDs with ZnO/NiO microspheres indicating that quality of heterojunction between composite components has significant impact on the electrode performance.",NG-ZnO/NiO_s,"912 mAh/g, 235 mAh/g, 525 mAh/g","18.6 mA g-1, 372 mA g-1",N/A,400
159,doc_159,"The moderate working voltage and high capacity of transition metal dichalcogenides (TMDs) make them promising anode materials for aqueous calcium-ion batteries (ACIBs). However, the large radius and two charges of Ca2+ cause TMDs to exhibit poor performance in ACIBs. Therefore, effective regulation strategies are crucial for enabling the application of TMDs in ACIBs. Herein, MoS2 with expanded interlayer spacing and an enriched 1T phase (ES-1T-MoS2) is constructed by molecular engineering and reported as an anode material for ACIBs. Molecular engineering increases the capacity of MoS2 from 29.4 to 91.2 mAh g(-1) and improves its rate performance from 20 to 76.1 mAh g(-1) at 2.0 A g(-1). ES-1T-MoS2 also shows a -20 to 50 degrees C wide temperature working capability. Furthermore, the capacity improvement reasons and the calcium storage mechanism of ES-1T-MoS2 are revealed through density functional theory calculations and in situ/ex situ characterizations. Finally, a rocking-chair aqueous calcium-ion pouch cell with a Prussian blue analogue cathode and ES-1T-MoS2 anode is assembled. The pouch cell exhibits a life of 150 cycles with over 90.8% capacity retention at 0 and 25 degrees C. This work demonstrates that molecular engineering is an effective strategy to improve the calcium storage performance of TMDs and promotes the advancement of ACIBs.",ES-1T-MoS2,91.2 mAh g(-1),2.0 A g(-1),N/A,150
160,doc_160,"The poor crystallinity and unstable crystal structure of tungsten disulfide (WS2) limit its application in practice. In this paper, a molten salt electrolysis method is proposed to intercalate metal ions into the interlayers of layered WS2 to obtain few-layer sheetlike structures. The effect of the molten salt system, applied constant current and electrolysis duration on the exfoliation degree of WS2 bulk has been investigated. The results show that the products electrolyzed in molten LiCl-NaCl-KCl and NaCl-KCl salts under 25 mA were more transparent and thinner flakes sheets due to the uniform intercalation of Li+ and Na+ with smaller size. The exfoliated WS2 was used as an anode material for sodium-ion batteries with a potential of 0.01-2.50 V. In comparison, the WS2-NaCl-25 mA electrode displays a high reversible capacity of 373 mAh & BULL;g(-1) at 0.1 A & BULL;g(-1) after cycling for 100 cycles at the same time showing great rate and cycle performance. It also presents a high capacitive ratio of 90.65% at 1.0 mV & BULL;s(-1). The molten salt electrolysis provides a new perspective on the exfoliation of layered material, while demonstrating the great potential of WS2 as an anode material for sodium-ion battery.",WS2,373 mAh/g(-1),0.1 A/g(-1),0.01-2.50 V,100 cycles
161,doc_161,"Cobalt sulfide (Co9S8) is a promising anode material for sodium-ion batteries (SIBs) due to its high theoretical capacity, cost-effectiveness, and environmental friendliness. Unfortunately, the inevitable structural deterioration induced by the huge volume changes during the discharge/charge cycles leads to poor cycle performance and rate capability when evaluated as the anode material for SIB. Herein, we designed a Co9S8@C-MoS2 heterostructure with abundant heterointerface and hollow structure. In the designed hybrid architecture, the selfsupporting hollow carbon scaffold can provide sufficient space for volume expansion caused by Na+ insertion, and the abundant heterointerface can accelerate ion-diffusion and electron transfer kinetics and dissipate the internal stress induced by volume expansion during the sodiation/desodiation process. As expected, the Co9S8@C-MoS2 composite shows excellent sodium storage performance. Specifically, the Co9S8@C-MoS2 composite displays excellent long-term cycling life (a high capacity of 429.4 mAh g- 1 is maintained after 1500 cycles at 5.0 A/g), and superior rate performance (412.6 mAh g- 1 is achieved even at 10.0 A/g).",Cobalt sulfide (Co9S8),429.4 mAh g-1,5.0 A/g,N/A,1500
162,doc_162,"A carbon layer usually covers the outside of SnS/MoS2 nanosheets produced by a traditional C-layer cladding process, resulting in a material with a lower specific surface area and fewer active sites. Therefore, it is difficult for these as-obtained SnS and MoS2 materials to be directly employed as electrode materials. There is a great need to develop a new C-layer coating process that can effectively coat active materials and simultaneously increase the specific surface area. In this study, novel SnS@C/MoS2 nanotubes were designed and synthesized by a self-sacrificing template method (SSTM). Specifically, MoO3 nanoribbons were first coated with Sn to produce Sn-MOF, and SnS@C/MoS2 nanotubes with a particular nanosheet architecture preserved were achieved via an elegant SSTM vulcanization strategy. This SSTM preparation method not only retains the nanosheet microstructure of the surface but also leaves a thin layer of amorphous carbon on the surface, which greatly improves the conductivity and effectively improves the cycling stability. In addition to above-mentioned advantages, there is a synergistic effect between the various components of the SnS@C/MoS2 nanotubes, which has a positive effect on the electrochemical performance. When used as the anode of a lithium-ion battery (LIB), the SnS@C/MoS2 composite can maintain a specific discharge capacity of 970.9 mAh g(-1) after 500 cycles at a current density of 1 A g(-1), and a specific discharge capacity of 778.1 mAh g(-1) even after 1000 cycles at a current density of 2 A g(-1). This method provides a reference for the synthesis of other nanostructured materials.",SnS@C/MoS2 nanotubes,970.9 mAh g(-1),"1 A g(-1), 2 A g(-1)",N/A,"500, 1000"
163,doc_163,"MoS2 is considered as an ideal electrode material in the field of energy storage due to high theoretical specific capacity and unique layered structure. However, limited interlayer distance and poor intrinsic electrical conductivity restrict its potential real-world application. Herein, an alternately intercalated structure of MoS2 monolayer and N-doped porous carbon (NC) layer is grown on reduced graphene oxide (rGO) via a chemical intercalated strategy. The expanded interlayer distance of MoS2 (0.96 nm), enlarged by the intercalation of N-doped porous carbon layers, can enhance ion diffusion mobility, provide additional reactive sites for ion storage and maintain the stability of electrode structure. In addition, the hierarchical structures between rGO substrate and intercalated N-doped carbon layers construct a three-dimensional (3D) conductive network, which can significantly improve the electrical conductivity and the structural stability. As a result, the rGO-supported MoS2/NC electrode exhibits an ultrahigh reversible capacity and remarkable long cycling stability for sodium-ion batteries (SIBs) and potassium-ion (PIBs). Meanwhile, the as-obtained MoS2/NC@rGO electrode also delivers a superior cycle performance of 250 mAh.g(-1) after 160 cycles at 0.5 A.g(-1) when employed as an anode for sodium-ion full cells.",MoS2/NC@rGO,250 mAh.g(-1),0.5 A.g(-1),N/A,160
164,doc_164,"The article delves into the synthesis and characterization of MoS2-carbon-based materials, holding promise for applications in supercapacitors and ion batteries. The synthesis process entails the preparation of MoS2 and its carbon hybrids through exfoliation, hydrothermal treatment, and subsequent pyrolysis. Various analytical techniques were employed to comprehensively examine the structural, compositional, and morphological properties of the resulting materials. The article explores the electrochemical performance of these electrode materials in supercapacitors and ion batteries (LiB, SiB, KiB). Electrochemical measurements were conducted in aqueous electrolyte for supercapacitors and various aprotic electrolytes for ion batteries. Results highlight the impact of the synthesis process on electrochemical performance, emphasizing factors such as capacitance, rate capability, and charge/discharge cycle performance. Hydrothermally treated MoS2-carbon exhibited a specific capacitance of approximately 150 F g(-1) in supercapacitors, attributed to its high surface area and efficient charge storage mechanisms. Additionally, for Li-ion battery materials without hydrothermal treatment showed impressive capacity retention of around 88% after 500 charge-discharge cycles, starting with an initial specific capacity of about 920 mAh/g. Long-term stability was demonstrated in both supercapacitors and lithium-ion batteries, with minimal capacitance degradation even after extensive charge-discharge cycles. This research underscores the potential of MoS2-based materials as effective energy storage solutions.",N/A,Capacitance,Rate capability,N/A,Charge/discharge cycle performance
165,doc_165,"Two-dimensional (2D) materials combined with carbonaceous materials have shown remarkable properties for boosting the performance of lithium-ion batteries (LIBs). Precise spatial modulation and accurate transmission characteristics of electronic conductivity require good contact between materials. Herein, the preparation of a molybdenum disulfide/polyacrylonitrile-derived carbon (MoS2/PDC) composite by heat treatment in argon atmosphere at 600 degrees C is presented. The polyacrylonitrile (PAN) and MoS2 are subjected to phase inversion preparation membrane and lignin-assisted exfoliation pretreatment, respectively. The MoS2 nanosheets can enter into the pore of PAN membrane and from C-S bonds during carbonization process, providing effective electron transport paths. Highly conductive carbonized PAN layer can act as an electron collector and provides the volume expansion space for MoS2. Cell tests indicate that the MoS2/PDC electrode exhibits an ultra-high lithium-ion storage capacity of 1354 mAh g(-1) at a current density of 0.1 A g(-1) and excellent cycling stability. With the advantages of low cost, green process and high electrochemical performance, the MoS2/PDC composite is a promising anode material of LIBs.",MoS2/PDC,1354 mAh g(-1),0.1 A g(-1),N/A,N/A
166,doc_166,"The rational design and construction of bimetallic hierarchical nanostructures are effective strategies for the development of conversion alloying reaction anode for sodium ion batteries (SIBs). Herein, novel hierarchical ZnS/MoS2 bimetallic sulfides are designed and fabricated via a simple sulfuration process, in which ZnS/MoS2 nanoparticles are encapsulated in Zn/Mo bimetallic imidazolate framework (Zn/Mo BIFs) derived nitrogen doped carbon frameworks with covering reduced graphene oxide (ZnS@MoS2/NC@rGO). The derived nitrogen doped carbon and graphene nanosheets can enhance electrical conductivity, and accommodate volume changes of ZnS/MoS2 on the cycling. Meanwhile, the ZnS-MoS2 heterostructure accelerates diffusion dynamics in the interface, and promotes the charge transfer rate. Due to the compositional and structural features, the obtained ZnS@MoS2/NC@rGO sample delivers superior sodium storage performance, which achieves a specific capacity of 480 mAh/g at 0.2 A/g over 100 cycles, and good rate capability of 308 mAh/g at 4 A/g. The full SIBs are fabricated by ZnS@MoS2/NC@rGO anode with homemade Na3V2(PO4)3/C cathode which exhibit the high energy density of 127.8 Wh kg- 1 at the power density of 105.9 W kg- 1. The preparation strategy manifests an effective and simple method to in situ fabricate hierarchical hetero-interfaces bimetallic sulfides/carbon anode materials for SIBs.",ZnS@MoS2/NC@rGO,480 mAh/g,4 A/g,N/A,100
167,doc_167,"High-energy lithium-sulfur (Li-S) batteries are anticipated to be pivotal in next-generation energy storage systems. However, their practical implementation is severely hindered by the shuttling of polysulfides between the sulfur cathode and the lithium metal anode, as well as the safety hazards introduced using liquid electrolytes. To address these challenges, we apply molybdenum disulfide (MoS2) interlayer onto a polypropylene (PP) separator via electrostatic spraying, leveraging the Lewis acidity of MoS2 to initiate the ring-opening polymerization of 1,3-dioxolane. This process effortlessly converts a commercial liquid electrolyte into a gel polymer electrolyte (GPE) before cycling, enhancing battery safety and effectively protecting lithium anodes. Furthermore, the MoS2 interlayer serves as a critical component in capturing lithium polysulfides during cycling. The GPE demonstrates exceptional performance characteristics: it maintains an ionic conductivity of 7.2 x 10(-4) S cm(-1) at 30 degrees C, extends an electrochemical window up to 4.7 V, and achieves a high lithium-ion transference number of 0.7. Moreover, the MoS2/PP composite separator with the GPE remains stable even at temperatures as high as 200 degrees C. Consequently, Li-S batteries equipped with GPE display excellent cycle stability, with a capacity retention of 613 mAh g(-1) after 500 cycles at 0.5 C and achieve a high coulombic efficiency of 98.5%. This research offers an effective approach to developing high-performance and safe Li-S batteries.",N/A,613 mAh g(-1),0.5 C,4.7 V,500
168,doc_168,"Three-dimensional (3D) carbon matrix composites have been widely used in the field of lithium-ion batteries due to their unique structure and properties. In this work, we employ a rapid method to synthesize a ternary composite (MoS2/carbon-FeOx) with a 3D hierarchical nanostructure via hydrothermal and microwave irradiation treatment. The 3D hierarchical nanostructure is composed of 0D nanoparticles (ultra-small iron oxide), 1D carbon nanotubes, and 2D nanosheets (MoS2 nanoflowers and graphene), providing extraordinary mechanical and electrochemical stability during the lithiation/delithiation process. As expected, when employed as an anode material, the 3D hierarchical nanostructure delivered a high reversible capacity of 740 mAh g(-1) without any fading tendency after 100 cycles at a current density of 0.2 A center dot g(-1), and retained over 508 mAh g(-1) even surveyed by a high current density of 2 A g(-1).",MoS2/carbon-FeOx,740 mAh g(-1),0.2 A center dot g(-1) and 2 A g(-1),N/A,100
169,doc_169,"As an important component of LIBs, the electrode material plays a crucial role in determining the lithium (Li) storage performance in LIBs. In this study, MoS2 nano-flowers were synthesized using a one-pot hydrothermal method. The resulting MoS2 nano-flower, along with PAN, were used as raw materials for electrospinning. After annealing treatment, MoS2/(carbon nanofibers) CNFs nano-composites coated with carbon fibers were formed. The CNFs coating exhibited electrical conductivity and enhanced structural stability of the MoS2 due to the stabilizing effect of the carbon fibers. Additionally, electrochemical tests, including CV and GCD, indicated that the optimal capacity and cycling stability were achieved when the MoS2 content was 10%. The results indicated that the charge/discharge capacity of MoS2/CNFs-10% at a current density of 100 mA/g was similar to 650 mAh/g. After the cycling current returned to 100 mA/g, the current recovery was similar to 600 mAh/g, thereby indicating outstanding cycling stability. Accordingly, our fabrication technique and new insight could both widen design strategy of multicomponent composite electrode materials and promote the practical applications of the latest emerging transition metal sulfides in next-generation high-performance lithium-ion batteries.",MoS2/CNFs,650 mAh/g,"100 mA/g (charge), 100-600 mA/g (discharge)",N/A,N/A
170,doc_170,"All-solid-state lithium-sulfur batteries (ASSLSB), composed of sulfur cathode and lithium metal anode with high theoretical capacity, have a potentially higher energy density by weight than a typical lithium-ion battery (LIB). However, due to insulating sulfur, a relatively large proportion of electronic (carbon) and ionic (solid electrolyte) conductors are mixed for cathode fabrication, leading to inferior practical capacity. Herein, we report a novel integrated cathode Li2S-LiI-MoS2 which has relatively high electronic and ionic conductivities (the order of 10-4 S cm-1) without any carbon and solid electrolyte. The ASSLSB with integrated Li2S-LiI-MoS2 cathode delivers a remarkably high energy density of 1020 Wh kg-1 at the cathode level at room temperature. By applying precise X-ray diffraction, pair distribution function analysis and X-ray computed tomography, it is found that the formation of an ionic conducting phase composed mainly of LiI during discharge is responsible for the high rate capability. Furthermore, X-ray absorption fine structure (XAFS) has also revealed the charge compensation mechanism and ascertained the involvement of both Mo 3d and S 3p orbitals during the charging and discharging process. It is believed the strategy will pave the way for developing high practical energy density at room temperature for all-solid-state batteries. Without carbon and solid electrolyte added into cathode composite, the Li2S-LiI-MoS2 cathode could deliver capacity of 530 mAh g-1 on the cathode level, leading to 1020 Wh kg-1 with Li metal as anode. The metallic phase LixMoS2 provides electron transport and LiI-rich domain benefits lithium-ion transport during charge process, which enables good rate capability at room temperature.image",Li metal,530 mAh g-1,N/A,N/A,N/A
171,doc_171,"MoS2, as a classical 2D material, becomes a capable anode candidate for sodium-ion batteries. However, MoS2 presents a disparate electrochemical performance in the ether-based and ester-based electrolyte with unclear mechanism. Herein, tiny MoS2 nanosheets embedded in nitrogen/sulfur-codoped carbon (MoS2@NSC) networks are designed and fabricated through an uncomplicated solvothermal method. Thanks to the ether-based electrolyte, the MoS2@NSC shows a unique capacity growth in the original stage of cycling. But in the ester-based electrolyte, MoS2@NSC shows a usual capacity decay. The increasing capacity puts down to the gradual transformation from MoS2 to MoS3 with the structure reconstruction. Based on the above mechanism, MoS2@NSC demonstrates an excellent recyclability and the specific capacity keeps around 286 mAh g(-1) at 5 A g(-1) after 5000 cycles with an ultralow capacity fading rate of only 0.0034% per cycle. In addition, a MoS2@NSC||Na3V2(PO4)(3) full cell with ether-based electrolyte is assembled and demonstrates a capacity of 71 mAh g(-1), suggesting the potential application of MoS2@NSC. Here the electrochemical conversion mechanism of MoS2 is revealed in the ether-based electrolyte and significance of the electrolyte design on the promoting Na ion storage behavior is highlighted.",MoS2@NSC,"71 mAh g(-1), 286 mAh g(-1) at 5 A g(-1)",5 A g(-1),N/A,5000
